Organism,Scaffold,Start,End,Score,CAB39692.1,CAB39693.1,CAB39694.1,CAB39695.1,CAB39696.1,CAB39697.1,CAB39698.1,CAB39699.1,CAB39700.1,CAB39701.1,CAB39702.1,CAB39703.1,CAB39704.1
Streptomyces olivaceus FXJ2.418,JAHSSX010000002.1,751834,765644,19.7606,1,1,0,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ2.420,NZ_JAHSSY010000025.1,356,8806,12.4361,1,1,1,1,0,1,1,1,0,0,0,0,0
Streptomyces olivaceus FXJ2.420,JAHSSY010000025.1,356,8806,9.4287,1,1,0,1,0,1,1,1,0,0,0,0,0
Streptomyces olivaceus FXJ3.001,NZ_JAHSSZ010000003.1,23056,36866,22.7681,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ3.001,JAHSSZ010000003.1,23056,36866,19.7610,1,1,0,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus TRM81-6,NZ_JAHSTA010000003.1,86510,100320,22.7675,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus TRM81-6,JAHSTA010000003.1,86510,100320,19.7601,1,1,0,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus MM1-13,NZ_JAHSTB010000002.1,944549,958359,22.7685,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus MM1-13,JAHSTB010000002.1,944549,958359,19.7611,1,1,0,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus MM1-7,NZ_JAHSTC010000002.1,23024,36834,22.7685,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus MM1-7,JAHSTC010000002.1,23024,36834,19.7611,1,1,0,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus MM5-2,NZ_JAHSTD010000003.1,718072,731882,22.7681,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus MM5-2,JAHSTD010000003.1,718072,731882,19.7610,1,1,0,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus CGMCC 4.1369,NZ_JAHSTE010000001.1,1014225,1022675,12.4362,1,1,1,1,0,1,1,1,0,0,0,0,0
Streptomyces olivaceus CGMCC 4.1369,JAHSTE010000001.1,1014225,1022675,9.4288,1,1,0,1,0,1,1,1,0,0,0,0,0
Streptomyces olivaceus xian7,NZ_JAHSTF010000001.1,934707,948517,22.7690,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus xian7,JAHSTF010000001.1,934707,948517,19.7616,1,1,0,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus KLBMP 1036,NZ_JAHSTH010000021.1,58712,72522,22.7688,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus KLBMP 1036,JAHSTH010000021.1,58712,72522,19.7617,1,1,0,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ6.020,NZ_JAHSTI010000004.1,23056,36866,22.7681,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ6.020,JAHSTI010000004.1,23056,36866,19.7610,1,1,0,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ6.027,NZ_JAHSTJ010000004.1,23056,36866,22.7681,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ6.027,JAHSTJ010000004.1,23056,36866,19.7610,1,1,0,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ7.023,NZ_JAHSTK010000003.1,23056,36866,22.7681,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ7.023,JAHSTK010000003.1,23056,36866,19.7610,1,1,0,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ7.105,NZ_JAHSTL010000003.1,23056,36866,22.7681,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ7.105,JAHSTL010000003.1,23056,36866,19.7610,1,1,0,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ7.129,NZ_JAHSTM010000003.1,23056,36866,22.7681,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ7.129,JAHSTM010000003.1,23056,36866,19.7610,1,1,0,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ7-4,NZ_JAHSTN010000003.1,23056,36866,22.7681,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ7-4,JAHSTN010000003.1,23056,36866,19.7610,1,1,0,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ8.006,NZ_JAHSTO010000003.1,23056,36866,22.7681,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ8.006,JAHSTO010000003.1,23056,36866,19.7610,1,1,0,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ8.012,NZ_JAHSTP010000002.1,23024,36834,22.7685,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ8.012,JAHSTP010000002.1,23024,36834,19.7611,1,1,0,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ8.063,NZ_JAHSTQ010000003.1,23056,36866,22.7681,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ8.063,JAHSTQ010000003.1,23056,36866,19.7610,1,1,0,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ8.101,NZ_JAHSTR010000002.1,23024,36834,22.7685,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus FXJ8.101,JAHSTR010000002.1,23024,36834,19.7611,1,1,0,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC057263,NZ_JBHUYC010000026.1,22841,36651,22.7675,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC127083,NZ_JBHXEZ010000064.1,4966,14858,14.5094,1,1,1,1,0,1,1,1,1,0,0,0,0
Streptomyces olivaceus NPDC059449,NZ_JBHYVG010000132.1,14575,23185,12.4359,1,1,1,1,0,1,1,1,0,0,0,0,0
Streptomyces olivaceus NPDC006858,NZ_JBIAGD010000005.1,214715,228525,22.7684,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC001386,NZ_JBIAWN010000027.1,58599,72409,22.7685,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC048725,NZ_JBICVD010000001.1,1175673,1189489,22.7672,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NRRL B-3009,NZ_JOFH01000034.1,328,8778,12.4350,1,1,1,1,0,1,1,1,0,0,0,0,0
Streptomyces olivaceus NRRL B-3009,NZ_JADOEJ010000043.1,302,8752,12.4350,1,1,1,1,0,1,1,1,0,0,0,0,0
Streptomyces olivaceus NRRL B-3009,JADOEJ010000043.1,302,8752,9.4288,1,1,0,1,0,1,1,1,0,0,0,0,0
Streptomyces olivaceus NPDC000398,NZ_JBEPDQ010000005.1,190678,204488,22.7670,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC029509,NZ_JBEZWG010000049.1,22862,31312,12.4350,1,1,1,1,0,1,1,1,0,0,0,0,0
Streptomyces olivaceus CR27,NZ_JAHSSP010000011.1,263,8713,12.4363,1,1,1,1,0,1,1,1,0,0,0,0,0
Streptomyces olivaceus CR27,JAHSSP010000011.1,263,8713,9.4289,1,1,0,1,0,1,1,1,0,0,0,0,0
Streptomyces olivaceus NPDC057366,NZ_JBHVAS010000004.1,15813,29638,22.7682,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus SCSIO T05,NZ_CP043317.1,1324106,1337922,22.7673,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC058982,NZ_JBHYJY010000032.1,41433,55448,22.7673,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC058971,NZ_JBHYKE010000021.1,41348,55164,22.7673,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC058709,NZ_JBHYRJ010000006.1,352476,366292,22.7673,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC059288,NZ_JBHYYS010000001.1,1271844,1285660,22.7673,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC059287,NZ_JBHYYT010000001.1,72156,85972,22.7673,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC059286,NZ_JBHYYU010000001.1,1271881,1285697,22.7673,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC005976,NZ_JBEXUT010000041.1,58012,66453,12.4302,1,1,1,1,0,1,1,1,0,0,0,0,0
Streptomyces olivaceus NPDC005975,NZ_JBEXUU010000026.1,95395,103836,12.4302,1,1,1,1,0,1,1,1,0,0,0,0,0
Streptomyces olivaceus NPDC008051,NZ_JBIBII010000003.1,673616,687423,22.7683,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR24,NZ_JAHSSO010000004.1,459747,473563,22.7667,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR24,JAHSSO010000004.1,459747,473563,19.7594,1,1,0,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC006857,NZ_JBIAGE010000007.1,349355,363165,22.7673,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC013800,NZ_JBICBB010000001.1,460167,473977,22.7679,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC017221,NZ_JBIRNF010000007.1,72060,85870,22.7682,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC017217,NZ_JBIRNI010000001.1,72030,85840,22.7682,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC017216,NZ_JBIRNJ010000001.1,388779,402589,22.7682,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC017211,NZ_JBIRNM010000007.1,388809,402619,22.7682,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC017205,NZ_JBIRNO010000001.1,388627,402437,22.7682,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC017136,NZ_JBIROH010000007.1,72135,85945,22.7682,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus CR8,NZ_JAHSSK010000001.1,913,10513,14.5104,1,1,1,1,0,1,1,1,1,0,0,0,0
Streptomyces olivaceus CR8,JAHSSK010000001.1,913,10513,11.5033,1,1,0,1,0,1,1,1,1,0,0,0,0
Streptomyces olivaceus NPDC058785,NZ_JBHYOZ010000008.1,295973,304414,12.4311,1,1,1,1,0,1,1,1,0,0,0,0,0
Streptomyces olivaceus NPDC101122,NZ_JBIVZD010000009.1,243262,257069,22.7673,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC056357,NZ_JBHJQK010000006.1,45751,59558,22.7650,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus B-81,NZ_CP098608.1,3666915,3680731,22.7659,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus B-81,CP098608.1,3666915,3680731,19.7637,1,1,0,1,0,1,1,1,1,1,1,1,1
Streptomyces olivaceus NPDC026684,NZ_JBEZXP010000001.1,417781,431582,22.7654,1,1,1,1,0,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC051472,NZ_JBITEA010000007.1,346754,360490,25.8162,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC088544,NZ_JBIVML010000015.1,95484,109222,25.8165,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC008063,NZ_JBIBID010000001.1,594021,607757,25.8152,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC059405,NZ_JBHYWK010000002.1,260961,274698,25.8151,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC014887,NZ_JBIBWI010000002.1,1124580,1138317,25.8150,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces parvulus 2297,NZ_QQBH01000022.1,323,8738,15.4906,1,1,1,1,1,1,1,1,0,0,0,0,0
Streptomyces parvulus 2297,QQBH01000022.1,323,8738,12.4841,1,1,0,1,1,1,1,1,0,0,0,0,0
Streptomyces parvulus 2297,NZ_CP015866.1,6258978,6272699,25.8101,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces parvulus 2297,CP015866.1,6258978,6272699,22.8000,1,1,0,1,1,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC026661,NZ_JBEZXX010000008.1,325745,339480,25.8130,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC059536,NZ_JBHWAS010000019.1,78259,91993,22.7381,1,1,1,0,1,1,1,1,1,1,1,1,1
Streptomyces parvulus JCM 4068,NZ_BMRX01000016.1,105222,118943,25.8103,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces parvulus JCM 4068,BMRX01000016.1,105222,118943,25.8070,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces parvulus SX6,NZ_JAJJMU010000026.1,158,13879,25.8093,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces parvulus VCCM 22513,NZ_JAJVLA010000025.1,155,13876,25.8090,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC052163,NZ_JBFAVV010000032.1,336,8751,15.4868,1,1,1,1,1,1,1,1,0,0,0,0,0
Streptomyces parvulus NPDC059711,NZ_JBHWFT010000020.1,45463,59184,25.8099,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC059529,NZ_JBHYTH010000052.1,45468,59189,25.8103,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC003843,NZ_JBIANL010000001.1,888273,901994,25.8100,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC048234,NZ_JBICZT010000006.1,402431,416152,25.8104,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC088558,NZ_JBIVMB010000004.1,336,8751,15.4871,1,1,1,1,1,1,1,1,0,0,0,0,0
Streptomyces marokkonensis JCM 17027,NZ_BAABCQ010000168.1,191,8629,15.4876,1,1,1,1,1,1,1,1,0,0,0,0,0
Streptomyces marokkonensis JCM 17027,BAABCQ010000168.1,191,8629,12.4840,1,1,0,1,1,1,1,1,0,0,0,0,0
Streptomyces rochei NPDC004652,NZ_JBEXKT010000057.1,18525,31405,21.7653,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC007933,NZ_JBIBKB010000001.1,755312,768191,21.7653,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC017466,NZ_JBIRLE010000007.1,375097,387976,18.6499,1,1,1,1,1,1,1,1,1,0,1,0,0
Streptomyces rochei SR1102,NZ_CP161948.1,1152902,1165781,21.7659,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei CC36,NZ_JASCXS010000044.1,1121,9511,15.4877,1,1,1,1,1,1,1,1,0,0,0,0,0
Streptomyces rochei NPDC000158,NZ_JBEPFA010000011.1,151098,163978,21.7657,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC057769,NZ_JBHVKL010000030.1,39290,52169,21.7656,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC058790,NZ_JBHYOV010000015.1,158733,171612,21.7659,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC058716,NZ_JBHYRC010000004.1,228084,240964,21.7654,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC048184,NZ_JBIDAO010000010.1,138639,151518,21.7658,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC006340,NZ_JBEXQV010000010.1,154272,167151,21.7654,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei 8ER183,NZ_JBGMQM010000009.1,151077,163956,21.7658,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC057828,NZ_JBHVLV010000017.1,133589,146469,21.7655,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC058327,NZ_JBHVZP010000003.1,204593,217472,21.7660,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC058349,NZ_JBHXIK010000017.1,18356,31235,21.7660,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC058815,NZ_JBHYNY010000011.1,156458,169337,21.7655,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC058813,NZ_JBHYOA010000010.1,16889,29768,21.7657,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC058811,NZ_JBHYOC010000002.1,519361,532240,21.7655,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC058808,NZ_JBHYOF010000001.1,519238,532117,21.7655,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC058803,NZ_JBHYOK010000017.1,145127,158006,21.7657,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC058802,NZ_JBHYOL010000003.1,518991,531870,21.7655,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC058801,NZ_JBHYOM010000016.1,16889,29768,21.7657,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC007838,NZ_JBIAEI010000001.1,990900,1003779,21.7652,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC013977,NZ_JBICAN010000001.1,338547,351426,21.7660,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC017484,NZ_JBIRKU010000010.1,151046,163925,21.7654,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC020943,NZ_JBIRRJ010000011.1,160783,173662,18.6502,1,1,1,1,1,1,1,1,1,0,1,0,0
Streptomyces rochei NPDC018887,NZ_JBIRZG010000004.1,534766,547645,18.6495,1,1,1,1,1,1,1,1,1,0,1,0,0
Streptomyces rochei NPDC018789,NZ_JBIRZP010000004.1,160761,173640,18.6495,1,1,1,1,1,1,1,1,1,0,1,0,0
Streptomyces rochei NPDC018683,NZ_JBISAA010000005.1,535032,547911,18.6495,1,1,1,1,1,1,1,1,1,0,1,0,0
Streptomyces rochei NPDC018673,NZ_JBISAB010000006.1,162687,175566,18.6495,1,1,1,1,1,1,1,1,1,0,1,0,0
Streptomyces rochei NPDC101106,NZ_JBIVZN010000010.1,150987,163866,21.7656,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC047745,NZ_JBEYSN010000025.1,18429,31308,21.7656,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei JK1,NZ_CP121271.1,6900800,6913679,21.7653,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC000783,NZ_JBEPCB010000033.1,40259,53138,21.7656,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC046706,NZ_JBEYYX010000027.1,103176,111566,15.4877,1,1,1,1,1,1,1,1,0,0,0,0,0
Streptomyces rochei NPDC024586,NZ_JBEZYQ010000004.1,506929,519808,18.6500,1,1,1,1,1,1,1,1,1,0,1,0,0
Streptomyces rochei NPDC055197,NZ_JBFASA010000012.1,151120,163999,21.7646,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC057760,NZ_JBFBNK010000031.1,58940,71819,21.7653,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC056125,NZ_JBHJVS010000002.1,693986,706865,21.7646,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC055948,NZ_JBHJYW010000005.1,379704,392583,21.7646,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC055944,NZ_JBHJYY010000002.1,159121,172000,21.7646,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC055934,NZ_JBHJZC010000002.1,157073,169952,21.7646,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC055932,NZ_JBHJZD010000013.1,18354,31233,21.7646,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC055931,NZ_JBHJZE010000009.1,48953,61832,21.7646,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC057042,NZ_JBHUSS010000001.1,379747,392626,21.7646,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC057068,NZ_JBHUTE010000002.1,89029,101908,21.7646,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC057073,NZ_JBHUTH010000013.1,89161,102040,21.7646,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC057109,NZ_JBHUUG010000005.1,59373,72252,21.7656,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC057129,NZ_JBHUUQ010000023.1,85893,98772,21.7651,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC057149,NZ_JBHUVG010000003.1,148150,161029,21.7656,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC057766,NZ_JBHVKI010000003.1,18378,31257,21.7654,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC057768,NZ_JBHVKK010000007.1,58536,71415,21.7653,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC057771,NZ_JBHVKM010000006.1,112342,120732,15.4872,1,1,1,1,1,1,1,1,0,0,0,0,0
Streptomyces rochei NPDC057778,NZ_JBHVKP010000001.1,84147,92537,15.4872,1,1,1,1,1,1,1,1,0,0,0,0,0
Streptomyces rochei NPDC057785,NZ_JBHVKV010000056.1,18475,31354,18.6494,1,1,1,1,1,1,1,1,1,0,1,0,0
Streptomyces rochei NPDC057803,NZ_JBHVLG010000005.1,88273,101152,21.7654,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC060231,NZ_JBHXAF010000002.1,422375,435254,21.7646,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC060314,NZ_JBHXCB010000001.1,694090,706969,21.7646,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC060315,NZ_JBHXCC010000002.1,157078,169957,21.7646,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC060316,NZ_JBHXCD010000001.1,694355,707234,21.7646,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC127125,NZ_JBHXTT010000026.1,89133,97523,15.4870,1,1,1,1,1,1,1,1,0,0,0,0,0
Streptomyces rochei NPDC127549,NZ_JBHXVU010000002.1,694123,707002,21.7646,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC127562,NZ_JBHXVW010000002.1,379552,392431,21.7646,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC014780,NZ_JBIBXO010000014.1,84293,97172,21.7649,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC017502,NZ_JBIRKM010000001.1,1144100,1156983,21.7646,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC085455,NZ_JBITTQ010000010.1,151043,163922,21.7658,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC053546,NZ_JBITXK010000005.1,48903,61782,18.6500,1,1,1,1,1,1,1,1,1,0,1,0,0
Streptomyces rochei NPDC087318,NZ_JBIUYB010000002.1,472670,485549,21.7654,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei S32,CP133098.1,1146691,1159570,18.6492,1,1,1,1,1,1,1,1,1,0,1,0,0
Streptomyces rochei NS1,NZ_JAJIRV010000011.1,114824,127703,21.7652,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC006330,NZ_JBEXRB010000002.1,18296,31175,21.7645,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC057343,NZ_JBHVAG010000001.1,1066144,1079023,18.6493,1,1,1,1,1,1,1,1,1,0,1,0,0
Streptomyces rochei NPDC058846,NZ_JBHYNB010000010.1,137334,150213,21.7658,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC058823,NZ_JBHYNU010000012.1,18368,31247,21.7652,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC058814,NZ_JBHYNZ010000002.1,470174,483053,21.7658,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC058805,NZ_JBHYOI010000001.1,303223,316102,21.7658,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC058804,NZ_JBHYOJ010000001.1,351799,364678,21.7658,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC058791,NZ_JBHYOU010000003.1,157192,170071,21.7654,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC057799,NZ_JBHVLE010000002.1,694473,707352,21.7653,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC000411,NZ_JBEPDL010000004.1,158529,171409,21.7655,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC057790,NZ_JBHVKZ010000049.1,18348,31227,18.6495,1,1,1,1,1,1,1,1,1,0,1,0,0
Streptomyces rochei NPDC017750,NZ_JBIRIM010000001.1,815587,828466,18.6495,1,1,1,1,1,1,1,1,1,0,1,0,0
Streptomyces rochei NRRL B-2410,NZ_MUMD01000003.1,8767,21646,18.6495,1,1,1,1,1,1,1,1,1,0,1,0,0
Streptomyces rochei NPDC057824,NZ_JBHVLS010000015.1,18337,31216,21.7655,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces plicatus JCM 4504,NZ_BMUJ01000014.1,157961,166351,15.4877,1,1,1,1,1,1,1,1,0,0,0,0,0
Streptomyces plicatus JCM 4504,NZ_JBHSUW010000001.1,7107675,7120554,18.6926,1,1,1,1,1,1,1,1,0,1,1,0,0
Streptomyces plicatus JCM 4504,BMUJ01000014.1,157961,166351,15.4884,1,1,1,1,1,1,1,1,0,0,0,0,0
Streptomyces geysiriensis S19,NZ_JAIFOQ010000018.1,38626,45346,11.3821,1,1,1,1,1,1,0,0,0,0,0,0,0
Streptomyces geysiriensis JCM 4962,BMWF01000011.1,150548,163427,21.7663,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces sp. SudanB91_2054,NZ_OZ186793.1,6871152,6884031,18.6928,1,1,1,1,1,1,1,1,0,1,1,0,0
Streptomyces sp. SudanB91_2054,OZ186793.1,6871152,6884031,18.6935,1,1,1,1,1,1,1,1,0,1,1,0,0
Streptomyces vinaceusdrappus JCM 4529,NZ_BMUN01000008.1,155505,168385,21.7655,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces vinaceusdrappus JCM 4529,BMUN01000008.1,155505,168385,21.7662,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces vinaceusdrappus AC-40,NZ_CP104697.1,6389932,6402811,21.7655,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces enissocaesilis NBF 715,CP118027.1,7285490,7298369,18.6495,1,1,1,1,1,1,1,1,1,0,1,0,0
Streptomyces sp. SudanB135_2055,NZ_OZ186791.1,6828368,6841247,21.7653,1,1,1,1,1,1,1,1,1,1,1,0,0
Streptomyces sp. SudanB135_2055,OZ186791.1,6828368,6841247,21.7660,1,1,1,1,1,1,1,1,1,1,1,0,0
