Organism,Scaffold,Start,End,Score,CAB41566.1
Streptomyces althioticus NPDC012406,NZ_JBEYEB010000019.1,90645,92802,1.1301,1
Streptomyces althioticus NPDC012652,NZ_JBIBDO010000006.1,90745,92902,1.1301,1
Streptomyces althioticus NPDC017243,NZ_JBIRMX010000011.1,35545,37702,1.1301,1
Streptomyces althioticus NPDC017240,NZ_JBIRMY010000015.1,35335,37492,1.1301,1
Streptomyces althioticus NPDC017109,NZ_JBIROP010000010.1,35545,37702,1.1301,1
Streptomyces althioticus NPDC000569,NZ_JBEPCZ010000020.1,90814,92971,1.1301,1
Streptomyces althioticus NPDC004741,NZ_JBEXJP010000036.1,5540,7697,1.1301,1
Streptomyces althioticus NPDC012687,NZ_JBEYDT010000001.1,300660,302817,1.1301,1
Streptomyces althioticus NPDC101211,NZ_JBIWON010000011.1,61773,63930,1.1301,1
Streptomyces althioticus JCM 4344,BMSW01000009.1,90781,92938,1.1301,1
Streptomyces althioticus NPDC013098,NZ_JBEYDL010000017.1,65938,68095,1.1301,1
Streptomyces althioticus NPDC091975,NZ_JBFBFM010000002.1,190338,192495,1.1301,1
Streptomyces althioticus NBC 01666,NZ_CP109234.1,1534223,1536380,1.1301,1
Streptomyces althioticus NPDC059420,NZ_JBHYWC010000001.1,774282,776439,1.1301,1
Streptomyces althioticus NPDC004634,NZ_JBIALN010000004.1,89604,91761,1.1301,1
Streptomyces althioticus NPDC052760,NZ_JBITZZ010000001.1,468445,470602,1.1301,1
Streptomyces althioticus NPDC048011,NZ_JBEZNJ010000005.1,13469,15626,1.1301,1
Streptomyces althioticus NPDC048013,NZ_JBIDBM010000006.1,291158,293315,1.1301,1
Streptomyces althioticus NPDC017946,NZ_JBIRHG010000001.1,318051,320208,1.1300,1
Streptomyces althioticus NPDC059702,NZ_JBHWFM010000120.1,8302,10459,1.1300,1
Streptomyces althioticus NPDC012847,NZ_JBEYDQ010000021.1,90645,92802,1.1300,1
Streptomyces althioticus NPDC012795,NZ_JBIBCH010000005.1,385658,387815,1.1300,1
Streptomyces althioticus NPDC012626,NZ_JBIBDT010000020.1,58301,60458,1.1300,1
Actinospica acidiphila SID13773,JAAGLZ010000450.1,85,2242,1.1311,1
Actinospica acidiphila SID8189,NZ_JAAGNA010000271.1,84,2241,1.1306,1
Actinospica acidiphila B-2296,NZ_JABZEM010000002.1,1529830,1531987,1.1301,1
Streptomyces tunisiensis JCM 17589,NZ_BAABBU010000006.1,430408,432565,1.1310,1
Streptomyces erythrogriseus JCM 9650,NZ_BAAAVA010000161.1,5568,7725,1.1310,1
Streptomyces variabilis JCM 4422,NZ_BMTZ01000001.1,210290,212447,1.1310,1
Streptomyces variabilis LB-366,BAAGIS010000001.1,5865659,5867816,1.1307,1
Streptomyces labedae JCM 9381,NZ_BAAAUW010000009.1,132,2289,1.1310,1
Streptomyces poriticola C6-003,NZ_JBAGKH010000002.1,377730,379911,1.1309,1
Streptomyces werraensis NPDC059705,NZ_JBHWFP010000273.1,7414,9571,1.1309,1
Streptomyces werraensis NPDC052652,NZ_JBFATW010000001.1,629142,631299,1.1307,1
Streptomyces werraensis NPDC090928,NZ_JBIVWX010000001.1,473230,475387,1.1303,1
Streptomyces werraensis NPDC091364,NZ_JBIVUJ010000001.1,525038,527195,1.1301,1
Streptomyces werraensis NPDC090923,NZ_JBIVWZ010000001.1,383515,385672,1.1301,1
Streptomyces werraensis NPDC052772,NZ_JBFATD010000001.1,397229,399386,1.1301,1
Streptomyces werraensis NPDC052768,NZ_JBFATE010000001.1,577443,579600,1.1301,1
Streptomyces werraensis NPDC006325,NZ_JBEXRD010000001.1,389600,391757,1.1300,1
Streptomyces werraensis NPDC015453,NZ_JBIBTH010000001.1,384095,386252,1.1300,1
Streptomyces werraensis NPDC015409,NZ_JBIBTP010000001.1,419359,421516,1.1300,1
Streptomyces werraensis NPDC015315,NZ_JBIBTY010000002.1,411589,413746,1.1300,1
Streptomyces werraensis NPDC085933,NZ_JBITSI010000005.1,156321,158478,1.1300,1
Streptomyces werraensis NPDC052767,NZ_JBITZY010000001.1,914298,916455,1.1300,1
Streptomyces werraensis NPDC052779,NZ_JBFATB010000046.1,159,2316,1.1300,1
Streptomyces werraensis NPDC052752,NZ_JBFATF010000005.1,2915,5072,1.1300,1
Streptomyces werraensis NPDC052728,NZ_JBFATJ010000001.1,578564,580721,1.1300,1
Streptomyces werraensis NPDC048124,NZ_JBEZMY010000001.1,613383,615540,1.1300,1
Streptomyces werraensis NPDC052735,NZ_JBFATI010000001.1,290131,292288,1.1300,1
Streptomyces werraensis NPDC052731,NZ_JBIUAD010000001.1,629359,631516,1.1300,1
Streptomyces werraensis FS97,NZ_WQLS01000001.1,376843,379000,1.1300,1
Streptomyces toyocaensis NPDC021014,NZ_JBFADL010000033.1,65638,67795,1.1308,1
Streptomyces toyocaensis NRRL 15009,NZ_JFCB01000001.1,32909,35066,1.1308,1
Streptomyces fungicidicus NPDC058951,NZ_JBHYKP010000009.1,104191,106348,1.1305,1
Streptomyces fungicidicus NPDC058743,NZ_JBHYQG010000065.1,22792,24949,1.1305,1
Streptomyces fungicidicus TXX3120,NZ_CP023407.1,5772227,5774384,1.1304,1
Streptomyces fungicidicus ATCC 21013,NZ_CP086173.1,5772286,5774443,1.1304,1
Streptomyces fungicidicus F10,NZ_CP086174.1,5772284,5774441,1.1304,1
Streptomyces fungicidicus F9,NZ_CP086175.1,5772286,5774443,1.1304,1
Streptomyces fungicidicus F8,NZ_CP086176.1,5772715,5774872,1.1304,1
Streptomyces fungicidicus F7,NZ_CP086177.1,5772703,5774860,1.1304,1
Streptomyces fungicidicus F2,NZ_CP086178.1,5772298,5774455,1.1304,1
Streptomyces fungicidicus F1,NZ_CP086179.1,5772287,5774444,1.1304,1
Streptomyces fungicidicus NPDC004784,NZ_JBIALJ010000001.1,630284,632441,1.1303,1
Streptomyces fungicidicus NPDC018025,NZ_JBIRFZ010000001.1,1268940,1271097,1.1303,1
Streptomyces fungicidicus NPDC000990,NZ_JBEPBK010000001.1,109076,111233,1.1303,1
Streptomyces fungicidicus NPDC020499,NZ_JBFAEM010000031.1,56529,58686,1.1303,1
Streptomyces fungicidicus NPDC057089,NZ_JBHUTQ010000074.1,295,2452,1.1303,1
Streptomyces fungicidicus NPDC058800,NZ_JBHYON010000018.1,22769,24926,1.1303,1
Streptomyces fungicidicus NPDC008241,NZ_JBIBGI010000001.1,225543,227700,1.1303,1
Streptomyces fungicidicus NPDC020504,NZ_JBIRUW010000001.1,225543,227700,1.1303,1
Streptomyces fungicidicus NPDC020497,NZ_JBIRUX010000001.1,225543,227700,1.1303,1
Streptomyces fungicidicus NPDC020273,NZ_JBIRWP010000002.1,225524,227681,1.1303,1
Streptomyces fungicidicus NPDC020269,NZ_JBIRWR010000001.1,1111007,1113164,1.1303,1
Streptomyces fungicidicus NPDC020266,NZ_JBIRWS010000002.1,225726,227883,1.1303,1
Streptomyces fungicidicus NPDC020240,NZ_JBJDQJ010000018.1,35601,37758,1.1303,1
Streptomyces fungicidicus NPDC028644,NZ_JBEZWW010000053.1,12012,14169,1.1303,1
Streptomyces fungicidicus NPDC101090,NZ_JBIVZO010000001.1,131657,133814,1.1301,1
Streptomyces fungicidicus NPDC090038,NZ_JBIVFC010000003.1,506804,508961,1.1301,1
Streptomyces fungicidicus NPDC060365,NZ_JBHXDB010000026.1,103255,105412,1.1301,1
Streptomyces fungicidicus NPDC058747,NZ_JBHYQC010000002.1,422371,424528,1.1300,1
Streptomyces pseudogriseolus N92,NZ_WQLQ01000038.1,5468,7625,1.1305,1
Streptomyces pseudogriseolus FS94,NZ_WQLT01000077.1,16787,18944,1.1305,1
Streptomyces lusitanus CGMCC 4.1745,NZ_JASKMA010000036.1,29652,31809,1.1303,1
Streptomyces lusitanus JCM 4785,NZ_JBHRWL010000006.1,11639,13796,1.1303,1
Streptomyces ziwulingensis JCM 18081,NZ_BAABIG010000032.1,2408,4571,1.1303,1
Streptomyces griseorubens JSD-1,NZ_KL503830.1,6050144,6052301,1.1301,1
Streptomyces pilosus JCM 4372,NZ_BMTE01000002.1,437172,439329,1.1301,1
Streptomyces pilosus NPDC057341,NZ_JBHVAF010000001.1,663261,665418,1.1301,1
Streptomyces pilosus NPDC127589,NZ_JBHXWF010000002.1,411525,413682,1.1301,1
Streptomyces pilosus NPDC058902,NZ_JBHYLQ010000001.1,298775,300932,1.1301,1
Streptomyces pilosus NPDC015213,NZ_JBIBUL010000001.1,394191,396348,1.1301,1
Streptomyces pilosus AARac2,JBGEHU010000492.1,162,2319,1.1301,1
Streptomyces pilosus JCM 4403,NZ_BMTU01000004.1,237322,239479,1.1300,1
Streptomyces pilosus NPDC000683,NZ_JBEPCM010000004.1,256272,258429,1.1300,1
Streptomyces caelestis NPDC059799,NZ_JBHWIF010000017.1,27083,29243,1.1300,1
Streptomyces caelestis NPDC059362,NZ_JBHYXI010000021.1,108560,110720,1.1300,1
