Organism,Scaffold,Start,End,Score,CAB60184.1,CAB60185.1
Streptomyces bacillaris NPDC085798,NZ_JBFBOD010000044.1,43643,45386,3.0640,1,1
Streptomyces bacillaris NPDC096035,JBEOUX010000079.1,10525,12268,3.0634,1,1
Streptomyces bacillaris NPDC101195,JBIWOR010000012.1,65115,66858,3.0627,1,1
Streptomyces bacillaris NPDC096318,NZ_JBEOUV010000003.1,493403,495146,3.0639,1,1
Streptomyces bacillaris NPDC101189,NZ_JBIWOV010000006.1,494449,496192,3.0641,1,1
Streptomyces bacillaris NPDC004037,NZ_JBEXKQ010000099.1,1026,2769,3.0640,1,1
Streptomyces bacillaris NPDC006204,NZ_JBEXZG010000035.1,41612,43355,3.0639,1,1
Streptomyces bacillaris NPDC012424,NZ_JBEYKP010000059.1,1027,2770,3.0640,1,1
Streptomyces bacillaris NPDC052293,NZ_JBFBCU010000001.1,1026,2769,3.0640,1,1
Streptomyces bacillaris NPDC093019,NZ_JBFBNX010000052.1,20983,22726,3.0639,1,1
Streptomyces bacillaris NPDC057086,NZ_JBHUTO010000103.1,20883,22626,3.0639,1,1
Streptomyces bacillaris NPDC057103,NZ_JBHUUA010000087.1,1025,2768,3.0639,1,1
Streptomyces bacillaris NPDC060305,NZ_JBHXBW010000084.1,20869,22612,3.0639,1,1
Streptomyces bacillaris NPDC127585,NZ_JBHXWC010000049.1,1027,2770,3.0639,1,1
Streptomyces bacillaris NPDC002068,NZ_JBIASK010000007.1,302298,304041,3.0639,1,1
Streptomyces bacillaris NPDC012440,NZ_JBIBET010000036.1,26645,28388,3.0640,1,1
Streptomyces bacillaris NPDC092205,NZ_JBIVRF010000032.1,54539,56282,3.0639,1,1
Streptomyces bacillaris NPDC092035,NZ_JBIVSG010000030.1,54549,56292,3.0639,1,1
Streptomyces bacillaris NPDC057196,NZ_JBHUWF010000041.1,20757,22500,3.0639,1,1
Streptomyces bacillaris NPDC057439,NZ_JBHVDE010000148.1,11783,13526,3.0639,1,1
Streptomyces bacillaris NPDC058707,NZ_JBHYRL010000013.1,13884,15626,3.0639,1,1
Streptomyces bacillaris NPDC060140,NZ_JBHWXW010000017.1,58423,60166,3.0637,1,1
Streptomyces bacillaris NPDC060162,NZ_JBHWYL010000036.1,52632,54375,3.0637,1,1
Streptomyces bacillaris NPDC060350,NZ_JBHXCU010000075.1,4540,6283,3.0637,1,1
Streptomyces bacillaris ATCC 15855,NZ_CP029378.1,7719275,7721017,3.0640,1,1
Streptomyces bacillaris NPDC027993,NZ_JBFAFN010000040.1,25917,27659,3.0639,1,1
Streptomyces bacillaris NPDC060201,NZ_JBHWZM010000023.1,104430,106172,3.0639,1,1
Streptomyces bacillaris NPDC060307,NZ_JBHXBY010000024.1,44923,46665,3.0639,1,1
Streptomyces bacillaris NPDC000731,NZ_JBEPFV010000057.1,29586,31328,3.0638,1,1
Streptomyces bacillaris NPDC055939,NZ_JBHJZA010000008.1,246233,247975,3.0638,1,1
Streptomyces bacillaris NPDC127126,NZ_JBHXTU010000015.1,51980,53722,3.0638,1,1
Streptomyces bacillaris NPDC012641,NZ_JBIBDR010000016.1,156990,158732,3.0638,1,1
Streptomyces bacillaris NPDC015465,NZ_JBIBTG010000016.1,52276,54018,3.0638,1,1
Streptomyces bacillaris NPDC086671,NZ_JBIVBK010000039.1,1026,2768,3.0638,1,1
Streptomyces bacillaris NPDC101131,NZ_JBIVYY010000077.1,1028,2770,3.0637,1,1
Streptomyces bacillaris NPDC007061,NZ_JBEYKU010000006.1,236576,238318,3.0639,1,1
Streptomyces bacillaris NPDC059172,NZ_JBHZCC010000010.1,48975,50717,3.0638,1,1
Streptomyces bacillaris NPDC007054,NZ_JBEYKV010000034.1,13922,15664,3.0637,1,1
Streptomyces bacillaris NPDC006869,NZ_JBEYLB010000026.1,13923,15665,3.0637,1,1
Streptomyces bacillaris NPDC027865,NZ_JBFAFO010000012.1,65821,67563,3.0636,1,1
Streptomyces bacillaris NPDC056332,NZ_JBHJQY010000019.1,71861,73603,3.0636,1,1
Streptomyces bacillaris NPDC014641,NZ_JBIBZP010000028.1,1844,3586,3.0634,1,1
Streptomyces bacillaris NPDC014632,NZ_JBIBZR010000023.1,83357,85099,3.0634,1,1
Streptomyces bacillaris NPDC014631,NZ_JBIBZS010000024.1,83229,84971,3.0634,1,1
Streptomyces bacillaris NPDC013906,NZ_JBICAV010000026.1,1067,2809,3.0636,1,1
Streptomyces bacillaris NPDC088765,NZ_JBIVKR010000013.1,156117,157860,3.0636,1,1
Streptomyces bacillaris NPDC102280,NZ_JBIWLT010000017.1,77795,79537,3.0634,1,1
Streptomyces bacillaris NPDC058018,NZ_JBHVRE010000016.1,141054,142796,3.0633,1,1
Streptomyces bacillaris NPDC058522,NZ_JBHXNM010000014.1,2611,4353,3.0633,1,1
Streptomyces bacillaris NPDC058543,NZ_JBHXOD010000004.1,25979,27721,3.0633,1,1
Streptomyces bacillaris NPDC058553,NZ_JBHXOL010000037.1,29734,31476,3.0633,1,1
Streptomyces bacillaris NPDC058555,NZ_JBHXON010000005.1,25977,27719,3.0633,1,1
Streptomyces bacillaris NPDC058578,NZ_JBHXPH010000044.1,29683,31425,3.0633,1,1
Streptomyces bacillaris NPDC058584,NZ_JBHXPM010000042.1,45963,47705,3.0633,1,1
Streptomyces rhizosphaericola NPDC057490,NZ_JBHVEI010000032.1,29646,31389,3.0635,1,1
Streptomyces rhizosphaericola NPDC056425,NZ_JBLLLL010000061.1,14083,15826,3.0635,1,1
Streptomyces rhizosphaericola NPDC056314,NZ_JBLLLO010000060.1,14075,15818,3.0635,1,1
Streptomyces rhizosphaericola NPDC056001,NZ_JBLLLR010000184.1,8517,10260,3.0635,1,1
Streptomyces rhizosphaericola 1AS2c,NZ_SRZK01000012.1,3589,5332,3.0634,1,1
Streptomyces sp. CFMR 7 DE0061,NZ_VEHK01000007.1,46852,48595,3.0639,1,1
Streptomyces sp. CFMR 7 CFMR-7,NZ_CP011522.1,8145031,8146774,3.0639,1,1
Streptomyces sp. CFMR 7 CFMR-7,CP011522.1,8145031,8146774,3.0656,1,1
Streptomyces cavourensis JCM 4298,NZ_BMSP01000009.1,290169,291912,3.0639,1,1
Streptomyces cavourensis TJ430,NZ_CP030930.1,52054,53797,3.0636,1,1
Streptomyces cavourensis F2,NZ_CP101397.1,3966840,3968583,3.0639,1,1
Streptomyces cavourensis F2,CP101397.1,3966840,3968583,3.0657,1,1
Streptomyces cavourensis NA4,NZ_CP113262.1,116468,118211,3.0639,1,1
Streptomyces cavourensis NA4,CP113262.1,116468,118211,3.0657,1,1
Streptomyces cavourensis A54,NZ_JAHHWT010000018.1,1043,2786,3.0640,1,1
Streptomyces cavourensis NEAU-CLG1,NZ_JBKFGC010000048.1,1503,3246,3.0640,1,1
Streptomyces cavourensis DSM 41795,NZ_VFRC01000001.1,52384,54127,3.0639,1,1
Streptomyces cavourensis BUU 135,JADZLU010001131.1,433,2175,3.0657,1,1
Streptomyces cavourensis 60S,JBEEQG010000004.1,54542,56283,3.0639,1,1
Streptomyces cavourensis YBQ59,NZ_JASEND010000009.1,324289,326032,3.0639,1,1
Streptomyces cavourensis 1AS2a,NZ_CP024957.1,49732,51475,3.0638,1,1
Streptomyces cavourensis 2BA6PG,NZ_CP101140.1,7599521,7601264,3.0638,1,1
Streptomyces roseoviolaceus MMA-32,JAANNS010000004.1,480250,481993,3.0657,1,1
Streptomyces nanshensis SCSIO M10372,NZ_LJGZ01000096.1,51802,53544,3.0633,1,1
Streptomyces nanshensis SCSIO M10372,LJGZ01000096.1,51802,53544,3.0652,1,1
