Organism,Scaffold,Start,End,Score,NP_626681.1,NP_626682.1,NP_626683.1,NP_626684.1,NP_626685.1,NP_626686.1,NP_626687.1,NP_626688.1,NP_626689.1,NP_626690.1,NP_626691.1,NP_626692.1,NP_626693.1,NP_626694.1
Streptomyces olivaceus NPDC020860,NZ_JBIRSE010000011.1,203062,222050,20.7653,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC020859,NZ_JBIRSF010000014.1,56757,75745,20.7653,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus KLBMP 5084,CP016795.1,2213652,2232622,15.5179,1,1,1,1,1,1,1,0,0,0,0,1,0,1
Streptomyces olivaceus NPDC101122,NZ_JBIVZD010000001.1,806419,825362,20.7629,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus B-81,NZ_CP098608.1,2414199,2433413,20.7686,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus B-81,CP098608.1,2414199,2433413,17.6086,1,1,1,1,1,1,1,0,0,0,1,1,0,1
Streptomyces olivaceus CR3,NZ_JAHSSJ010000006.1,306038,325040,22.7821,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Streptomyces olivaceus CR3,JAHSSJ010000006.1,306038,325040,20.7661,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus CR27,NZ_JAHSSP010000008.1,127248,146243,20.7696,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC026684,NZ_JBEZXP010000004.1,290227,309229,20.7648,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus FXJ2.409,NZ_JAHSST010000008.1,142805,161841,20.7687,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus FXJ2.409,JAHSST010000008.1,142805,161841,18.6785,1,1,1,1,1,1,1,0,0,0,0,1,1,1
Streptomyces olivaceus MM1-13,NZ_JAHSTB010000009.1,142912,161948,20.7687,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus MM1-13,JAHSTB010000009.1,142912,161948,18.6785,1,1,1,1,1,1,1,0,0,0,0,1,1,1
Streptomyces olivaceus MM1-7,NZ_JAHSTC010000009.1,142912,161948,20.7687,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus MM1-7,JAHSTC010000009.1,142912,161948,18.6785,1,1,1,1,1,1,1,0,0,0,0,1,1,1
Streptomyces olivaceus FXJ8.012,NZ_JAHSTP010000008.1,195055,214091,20.7687,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus FXJ8.012,JAHSTP010000008.1,195055,214091,18.6785,1,1,1,1,1,1,1,0,0,0,0,1,1,1
Streptomyces olivaceus FXJ8.101,NZ_JAHSTR010000007.1,195055,214091,20.7687,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus FXJ8.101,JAHSTR010000007.1,195055,214091,18.6785,1,1,1,1,1,1,1,0,0,0,0,1,1,1
Streptomyces olivaceus CR8,NZ_JAHSSK010000005.1,209234,228212,20.7677,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC003520,NZ_JBEXMZ010000004.1,33852,52903,20.7676,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC003414,NZ_JBIAOO010000004.1,214118,233169,20.7676,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC056357,NZ_JBHJQK010000013.1,14672,33620,20.7661,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC048725,NZ_JBICVD010000003.1,369953,388972,20.7679,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC007996,NZ_JBIBJB010000002.1,199185,218224,20.7638,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC088797,NZ_JBIVJZ010000002.1,127017,146056,20.7638,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus SCSIO T05,NZ_CP043317.1,6077108,6096097,22.7813,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Streptomyces olivaceus NPDC058982,NZ_JBHYJY010000036.1,4724,23714,22.7813,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Streptomyces olivaceus NPDC058971,NZ_JBHYKE010000031.1,57035,76025,22.7813,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Streptomyces olivaceus NPDC058709,NZ_JBHYRJ010000008.1,213619,232609,22.7813,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Streptomyces olivaceus NPDC059288,NZ_JBHYYS010000004.1,371180,390170,22.7813,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Streptomyces olivaceus NPDC059287,NZ_JBHYYT010000027.1,35111,54101,22.7813,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Streptomyces olivaceus NPDC059286,NZ_JBHYYU010000004.1,371503,390493,22.7813,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Streptomyces olivaceus NPDC057146,NZ_JBHUVD010000007.1,69594,88841,20.7656,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC057337,NZ_JBHVAD010000020.1,28333,47580,20.7656,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC005976,NZ_JBEXUT010000006.1,150609,169824,20.7654,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC005975,NZ_JBEXUU010000013.1,73831,93046,20.7654,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC058785,NZ_JBHYOZ010000003.1,129929,149151,20.7651,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces olivaceus NPDC057366,NZ_JBHVAS010000010.1,53208,72228,20.7666,1,1,1,1,1,1,1,0,0,0,1,1,1,1
Streptomyces thinghirensis JCM 18306,NZ_BAABJR010000001.1,529839,552472,28.0750,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces thinghirensis JCM 18306,BAABJR010000001.1,529839,552472,28.0700,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces parvulus NPDC003902,NZ_JBEXMQ010000038.1,32297,48232,15.6708,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC059405,NZ_JBHYWK010000007.1,69680,88423,15.6694,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC097689,NZ_JBEORZ010000001.1,406628,422592,13.6242,1,0,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC048234,NZ_JBICZT010000001.1,659272,674651,15.6704,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC088558,NZ_JBIVMB010000002.1,246622,262562,13.4765,1,1,0,1,1,1,1,1,0,0,0,0,0,1
Streptomyces parvulus NPDC005540,NZ_JBEXDJ010000011.1,4520,20512,15.6706,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC059711,NZ_JBHWFT010000008.1,2365,18299,13.6246,1,0,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC052306,NZ_JBIUBC010000004.1,302574,318539,15.6698,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC003845,NZ_JBEXMS010000001.1,633044,649009,15.6698,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC048712,NZ_JBEZGZ010000001.1,70254,86203,13.6242,1,0,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC052163,NZ_JBFAVV010000006.1,147735,163668,15.6706,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC003843,NZ_JBIANL010000002.1,632944,648909,15.6698,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC004997,NZ_JBEXJC010000008.1,178270,194205,13.6241,1,0,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus LP03,NZ_JAIWPL010000001.1,267218,283182,15.6693,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC014887,NZ_JBIBWI010000001.1,649694,668143,15.6699,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC052119,NZ_JBFAVZ010000001.1,147792,163762,15.6698,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus JCM 4068,NZ_BMRX01000006.1,162339,178277,15.6701,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus 2297,NZ_CP015866.1,2216494,2232432,15.6701,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus 2297,CP015866.1,2216536,2232432,15.6699,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus 2297,NZ_QQBH01000015.1,72148,91016,15.6694,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus 2297,QQBH01000015.1,72148,91016,15.6696,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC008063,NZ_JBIBID010000002.1,677765,697656,15.6690,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC048617,NZ_JBEZHY010000002.1,294836,310763,15.6683,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus SX6,NZ_JAJJMU010000001.1,247615,263550,15.6694,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus VCCM 22513,NZ_JAJVLA010000001.1,539542,555477,15.6694,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus A03,NZ_JAYMRR010000005.1,146202,162138,15.6694,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC088544,NZ_JBIVML010000001.1,216054,234669,15.6694,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC051472,NZ_JBITEA010000002.1,678941,697563,15.6676,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC046875,NZ_JBEYXL010000005.1,272962,288927,15.6698,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC059529,NZ_JBHYTH010000004.1,225811,241775,15.6706,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC048632,NZ_JBEZHT010000005.1,237153,253090,15.6700,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC026661,NZ_JBEZXX010000004.1,233227,249701,15.6692,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC048620,NZ_JBEZHW010000001.1,607186,627457,15.6652,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus NPDC059536,NZ_JBHWAS010000011.1,25181,45169,15.6659,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Streptomyces parvulus PBR36,NZ_JAMOLM010000181.1,77,12932,12.5333,0,1,0,1,1,1,1,1,1,0,0,0,0,0
Streptomyces violaceorubidus NRRL B-16381,NZ_JODM01000005.1,115699,136480,23.0082,1,1,1,1,0,0,1,1,1,1,1,1,1,1
Streptomyces violaceorubidus NPDC001615,NZ_JBEOZY010000009.1,107308,128109,23.0082,1,1,1,1,0,0,1,1,1,1,1,1,1,1
Streptomyces lancefieldiae DSM 40712,NZ_JAVRFH010000015.1,129688,150527,14.7192,1,0,0,0,0,0,0,1,1,1,1,1,1,1
Streptomyces ardesiacus NPDC006166,NZ_JBEXTN010000014.1,163844,172909,15.4760,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Streptomyces ardesiacus NPDC059739,NZ_JBHWGO010000013.1,17959,32346,18.7533,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces ardesiacus NBRC 110030,NZ_BBOK01000002.1,596222,610603,18.7549,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces ardesiacus NBRC 15402,NZ_BEWC01000007.1,212587,226974,18.7531,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces ardesiacus IBSBF 3360,NZ_JAJSZE010000042.1,29245,42232,17.6845,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Streptomyces ardesiacus NPDC094450,NZ_JBEOTR010000002.1,178278,192707,18.7533,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces ardesiacus NPDC007026,NZ_JBEYGW010000001.1,164577,178958,18.7548,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces ardesiacus NPDC059588,NZ_JBHWCG010000045.1,43453,57840,18.7530,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces ardesiacus NPDC127099,NZ_JBHXFK010000030.1,2743,11808,15.4757,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Streptomyces ardesiacus NPDC093086,NZ_JBIVPC010000006.1,181967,196396,18.7533,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces ardesiacus NPDC093553,NZ_JBIWJE010000003.1,584799,599186,18.7553,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces ardesiacus 6G-OA-21,NZ_JAMHJP010000006.1,72326,86707,18.7548,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces ardesiacus NPDC006376,NZ_JBEXQH010000001.1,472439,486820,18.7525,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces ardesiacus NPDC057174,NZ_JBHUVW010000063.1,17879,26945,15.4756,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Streptomyces ardesiacus NPDC012537,NZ_JBIBEH010000011.1,56798,71185,18.7546,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Streptomyces ardesiacus NPDC093072,NZ_JBIVPG010000010.1,163977,178436,15.6881,1,1,1,1,1,0,1,1,1,0,0,0,0,1
Streptomyces albaduncus JCM 4715,NZ_BMVH01000005.1,277709,305270,13.4184,1,1,1,0,1,1,0,0,0,1,1,1,0,0
Streptomyces albaduncus JCM 4715,BMVH01000005.1,277709,305228,11.3683,1,1,0,0,1,1,0,0,0,1,1,1,0,0
Streptomyces albaduncus CECT 3226,NZ_JACHJE010000001.1,617383,644944,13.4184,1,1,1,0,1,1,0,0,0,1,1,1,0,0
Streptomyces albaduncus CECT 3226,JACHJE010000001.1,617383,644944,11.3786,1,1,1,0,0,1,0,0,0,1,1,1,0,0
Streptomyces rochei NPDC006395,NZ_JBEXQE010000002.1,134567,156684,28.0278,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058846,NZ_JBHYNB010000045.1,1304,23451,28.0223,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057149,NZ_JBHUVG010000020.1,21381,43549,28.0213,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC101106,NZ_JBIVZN010000001.1,547157,569280,28.0231,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei SR1102,NZ_CP161948.1,5358922,5381108,28.0229,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NS1,NZ_JAJIRV010000023.1,0,16023,21.7650,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Streptomyces rochei NPDC004652,NZ_JBEXKT010000015.1,60474,82588,28.0218,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057760,NZ_JBFBNK010000028.1,55870,78020,28.0229,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei 8ER183,NZ_JBGMQM010000001.1,695366,717483,28.0216,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057084,NZ_JBHUTM010000067.1,1402,23507,28.0234,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057766,NZ_JBHVKI010000196.1,1387,11278,15.4518,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Streptomyces rochei NPDC057768,NZ_JBHVKK010000214.1,247,10147,15.4520,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Streptomyces rochei NPDC057769,NZ_JBHVKL010000032.1,27484,49643,28.0219,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057803,NZ_JBHVLG010000059.1,21381,43525,28.0230,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057824,NZ_JBHVLS010000017.1,94762,116855,28.0229,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058344,NZ_JBHXIF010000002.1,49748,71859,28.0246,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058790,NZ_JBHYOV010000004.1,429592,451778,28.0229,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058716,NZ_JBHYRC010000044.1,1420,23606,28.0229,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC007838,NZ_JBIAEI010000004.1,440067,462199,28.0234,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC014780,NZ_JBIBXO010000002.1,601508,623646,28.0233,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC085455,NZ_JBITTQ010000001.1,627450,649564,28.0214,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC087318,NZ_JBIUYB010000001.1,432203,454353,28.0228,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC048184,NZ_JBIDAO010000002.1,624889,647022,28.0212,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei JK1,NZ_CP121271.1,2680530,2702674,28.0217,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC000158,NZ_JBEPFA010000002.1,615739,637862,28.0208,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC046706,NZ_JBEYYX010000005.1,324699,346840,28.0218,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058327,NZ_JBHVZP010000024.1,85913,108051,28.0215,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058349,NZ_JBHXIK010000039.1,47688,69826,28.0212,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei MTOC-St3,NZ_JBIENY010000505.1,42171,64300,28.0215,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC020943,NZ_JBIRRJ010000001.1,608182,630332,28.0228,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC017502,NZ_JBIRKM010000003.1,425411,447528,28.0265,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC017484,NZ_JBIRKU010000005.1,51017,73140,28.0213,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC055197,NZ_JBFASA010000006.1,49837,72006,24.9469,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Streptomyces rochei NPDC057869,NZ_JBFBNI010000001.1,434406,456566,24.9452,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Streptomyces rochei NPDC057770,NZ_JBFBNJ010000006.1,163018,185178,24.9452,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Streptomyces rochei NPDC056125,NZ_JBHJVS010000004.1,248768,270937,24.9469,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Streptomyces rochei NPDC055948,NZ_JBHJYW010000003.1,49837,72006,24.9469,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Streptomyces rochei NPDC055944,NZ_JBHJYY010000025.1,87433,109602,24.9469,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Streptomyces rochei NPDC055934,NZ_JBHJZC010000065.1,21387,43556,24.9469,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Streptomyces rochei NPDC055932,NZ_JBHJZD010000077.1,21409,43578,24.9469,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Streptomyces rochei NPDC055931,NZ_JBHJZE010000015.1,94718,116887,24.9469,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Streptomyces rochei NPDC057042,NZ_JBHUSS010000006.1,207736,229905,24.9469,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Streptomyces rochei NPDC057068,NZ_JBHUTE010000045.1,36708,46618,12.3768,1,1,1,1,1,1,0,1,0,0,0,0,0,0
Streptomyces rochei NPDC057073,NZ_JBHUTH010000036.1,21391,43560,24.9469,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Streptomyces rochei NPDC057762,NZ_JBHVKF010000191.1,242,10152,12.3768,1,1,1,1,1,1,0,1,0,0,0,0,0,0
Streptomyces rochei NPDC057773,NZ_JBHVKO010000055.1,21290,43450,24.9452,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Streptomyces rochei NPDC057782,NZ_JBHVKS010000010.1,1420,23580,24.9452,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Streptomyces rochei NPDC057785,NZ_JBHVKV010000064.1,21521,43620,28.0238,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC060231,NZ_JBHXAF010000004.1,434241,456410,24.9469,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Streptomyces rochei NPDC060314,NZ_JBHXCB010000005.1,434094,456263,24.9469,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Streptomyces rochei NPDC060315,NZ_JBHXCC010000009.1,272172,294341,24.9469,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Streptomyces rochei NPDC060316,NZ_JBHXCD010000005.1,434368,456537,24.9469,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Streptomyces rochei NPDC127125,NZ_JBHXTT010000062.1,21469,43638,24.9469,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Streptomyces rochei NPDC127549,NZ_JBHXVU010000004.1,610004,632173,24.9469,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Streptomyces rochei NPDC127562,NZ_JBHXVW010000004.1,248835,271004,24.9469,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Streptomyces rochei NPDC057343,NZ_JBHVAG010000006.1,49749,71848,28.0214,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC093592,NZ_JBIWIX010000002.1,617564,639699,28.0282,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058813,NZ_JBHYOA010000002.1,166656,188776,28.0214,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058801,NZ_JBHYOM010000003.1,166636,188756,28.0214,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057799,NZ_JBHVLE010000004.1,133543,155675,28.0212,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058856,NZ_JBHYMU010000061.1,1392,23500,28.0230,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC014778,NZ_JBIBXQ010000004.1,685890,708022,28.0212,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058814,NZ_JBHYNZ010000005.1,458055,480145,28.0288,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058805,NZ_JBHYOI010000032.1,1381,23471,28.0288,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058804,NZ_JBHYOJ010000003.1,219686,241776,28.0288,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058815,NZ_JBHYNY010000001.1,238080,260244,28.0238,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058811,NZ_JBHYOC010000001.1,375806,397970,28.0238,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058808,NZ_JBHYOF010000002.1,375806,397970,28.0238,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058802,NZ_JBHYOL010000001.1,553620,575784,28.0238,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei D21E05,NZ_CP139824.1,2907892,2930003,28.0243,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057771,NZ_JBHVKM010000190.1,248,10139,15.4517,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Streptomyces rochei NPDC057778,NZ_JBHVKP010000223.1,232,10123,15.4517,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Streptomyces rochei NPDC057790,NZ_JBHVKZ010000058.1,36647,46538,15.4513,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Streptomyces rochei NPDC017750,NZ_JBIRIM010000011.1,194141,216282,28.0231,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC047745,NZ_JBEYSN010000001.1,94068,116200,28.0241,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057828,NZ_JBHVLV010000001.1,133444,155575,28.0222,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC018887,NZ_JBIRZG010000001.1,610688,632838,28.0219,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC018789,NZ_JBIRZP010000002.1,610895,633045,28.0219,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC018683,NZ_JBISAA010000001.1,641459,663609,28.0219,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC018673,NZ_JBISAB010000004.1,198382,220532,28.0219,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC006330,NZ_JBEXRB010000019.1,78244,100367,28.0205,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC007933,NZ_JBIBKB010000003.1,625976,648120,28.0243,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058810,NZ_JBHYOD010000004.1,133340,155493,28.0239,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058809,NZ_JBHYOE010000002.1,425439,447592,28.0239,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei CC36,NZ_JASCXS010000012.1,71083,87007,21.7570,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Streptomyces rochei NPDC058791,NZ_JBHYOU010000002.1,426881,449010,28.0232,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058803,NZ_JBHYOK010000002.1,133387,155492,28.0211,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057129,NZ_JBHUUQ010000002.1,208641,230764,28.0211,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058849,NZ_JBHYMY010000058.1,21463,43580,28.0238,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC006340,NZ_JBEXQV010000002.1,352650,374749,28.0207,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC024586,NZ_JBEZYQ010000003.1,251874,273997,28.0195,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC013977,NZ_JBICAN010000002.1,431617,453716,28.0217,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC053546,NZ_JBITXK010000001.1,600491,622614,28.0195,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058823,NZ_JBHYNU010000024.1,94160,116286,25.0025,1,1,1,1,1,1,1,1,1,0,1,1,1,1
