Organism,Scaffold,Start,End,Score,CAB60185.1
Streptomyces anulatus NPDC000968,NZ_JBEPBQ010000055.1,23371,24316,1.0389,1
Streptomyces anulatus NPDC127088,NZ_JBHXFB010000231.1,3724,4669,1.0389,1
Streptomyces anulatus NPDC059196,NZ_JBHZBF010000008.1,134750,135695,1.0389,1
Streptomyces anulatus NPDC087912,JBIUTW010000010.1,83062,84007,1.0389,1
Streptomyces anulatus NPDC050850,NZ_JBFAGX010000005.1,102268,103213,1.0389,1
Streptomyces anulatus NPDC052073,NZ_JBFAWP010000066.1,4069,5014,1.0389,1
Streptomyces anulatus NPDC015543,NZ_JBIBSV010000004.1,573299,574244,1.0389,1
Streptomyces anulatus NPDC017462,JBIRLH010000014.1,188689,189634,1.0389,1
Streptomyces anulatus NPDC032162,NZ_JBEZVM010000010.1,159111,160056,1.0389,1
Streptomyces anulatus NBC 01654,NZ_CP109252.1,8641806,8642751,1.0389,1
Streptomyces anulatus NBC 01651,NZ_CP109256.1,97130,98075,1.0389,1
Streptomyces anulatus NBC 01576,NZ_CP109347.1,8578921,8579866,1.0389,1
Streptomyces anulatus NPDC058729,NZ_JBHYQS010000027.1,67523,68468,1.0388,1
Streptomyces anulatus NPDC017547,JBIRJS010000013.1,145307,146252,1.0388,1
Streptomyces anulatus NPDC017503,JBIRKL010000014.1,125560,126505,1.0388,1
Streptomyces anulatus NPDC017553,JBIRJQ010000012.1,145217,146162,1.0388,1
Streptomyces anulatus NPDC017536,JBIRJX010000013.1,145307,146252,1.0388,1
Streptomyces anulatus NPDC017504,JBIRKK010000011.1,145295,146240,1.0388,1
Streptomyces anulatus ATCC 11523,NZ_CM003601.1,98900,99845,1.0387,1
Streptomyces anulatus NPDC018044,JBIRFM010000003.1,447002,447947,1.0385,1
Streptomyces anulatus NBC_01523,NZ_CP109400.1,101500,102445,1.0384,1
Streptomyces anulatus VUW1,NZ_CP080029.1,68449,69394,1.0383,1
Streptomyces anulatus NPDC027484,NZ_JBEZXK010000014.1,94771,95716,1.0383,1
Streptomyces anulatus NPDC048528,NZ_JBICWO010000011.1,279682,280627,1.0383,1
Streptomyces anulatus NPDC127179,NZ_JBHXUY010000005.1,23258,24203,1.0383,1
Streptomyces anulatus NPDC060151,NZ_JBHWYC010000017.1,92630,93575,1.0382,1
Streptomyces anulatus NPDC058422,NZ_JBHXKT010000010.1,99903,100848,1.0382,1
Streptomyces anulatus NPDC058433,NZ_JBHXLD010000011.1,92459,93404,1.0382,1
Streptomyces anulatus NBC_01134,NZ_CP108640.1,294787,295732,1.0381,1
Streptomyces anulatus NPDC051645,JBITCW010000006.1,388962,389907,1.0381,1
Streptomyces anulatus NBC_01437,NZ_CP109490.1,415645,416590,1.0381,1
Streptomyces anulatus NBC_01436,NZ_CP109491.1,8637526,8638471,1.0381,1
Streptomyces anulatus NPDC053725,NZ_JBFASU010000010.1,183129,184074,1.0381,1
Streptomyces anulatus NPDC051559,NZ_JBFAZT010000020.1,45683,46628,1.0381,1
Streptomyces anulatus NPDC088345,NZ_JBFBIM010000028.1,95677,96622,1.0381,1
Streptomyces anulatus NPDC051558,JBITDN010000023.1,77767,78712,1.0381,1
Streptomyces anulatus NPDC088226,JBIURZ010000006.1,95677,96622,1.0381,1
Streptomyces anulatus NPDC088159,JBIUST010000004.1,96040,96985,1.0381,1
Streptomyces anulatus NPDC088163,JBIUSR010000006.1,452253,453198,1.0381,1
Streptomyces anulatus NPDC087867,JBIUUM010000003.1,932119,933064,1.0381,1
Streptomyces anulatus NPDC087863,JBIUUQ010000007.1,90900,91845,1.0381,1
Streptomyces anulatus NBC_01106,NZ_CP108651.1,102462,103407,1.0380,1
Streptomyces anulatus NBC_01069,NZ_CP108670.1,8759930,8760875,1.0380,1
Streptomyces anulatus NBC_01419,NZ_CP109515.1,8698094,8699039,1.0380,1
Streptomyces anulatus NPDC049946,NZ_JBFALZ010000022.1,101714,102659,1.0380,1
Streptomyces anulatus NPDC049943,NZ_JBFAMB010000012.1,145226,146171,1.0380,1
Streptomyces anulatus NPDC087783,JBIUVR010000005.1,126596,127541,1.0380,1
Streptomyces anulatus NBC_00990,NZ_CP108726.1,214863,215808,1.0380,1
Streptomyces anulatus NPDC102260,JBIWLZ010000011.1,219591,220536,1.0380,1
Streptomyces anulatus NBC_00501,NZ_CP107858.1,144757,145702,1.0379,1
Streptomyces anulatus NBC_01333,NZ_CP108376.1,115069,116014,1.0379,1
Streptomyces anulatus NBC 01648,NZ_CP109262.1,189457,190402,1.0379,1
Streptomyces anulatus NBC 01641,NZ_CP109268.1,8735358,8736303,1.0379,1
Streptomyces anulatus NBC 01625,NZ_CP109287.1,118590,119535,1.0379,1
Streptomyces anulatus NBC_01522,NZ_CP109403.1,8636619,8637564,1.0379,1
Streptomyces anulatus NBC_01516,NZ_CP109413.1,8682523,8683468,1.0379,1
Streptomyces anulatus NBC_01421,NZ_CP109511.1,294416,295361,1.0379,1
Streptomyces anulatus NBC_01418,NZ_CP109517.1,121068,122013,1.0379,1
Streptomyces anulatus NBC_01417,NZ_CP109518.1,145971,146916,1.0379,1
Streptomyces anulatus NBC_01464,NZ_JAPEPR010000001.1,145812,146757,1.0379,1
Streptomyces anulatus NBC_01623,NZ_JAPEQC010000001.1,182083,183028,1.0379,1
Streptomyces anulatus NBC_01634,NZ_JAPEQD010000001.1,144267,145212,1.0379,1
Streptomyces anulatus NBC_01645,NZ_JAPEQE010000004.1,957010,957955,1.0379,1
Streptomyces anulatus NPDC018051,JBIRFG010000020.1,21879,22824,1.0379,1
Streptomyces anulatus NPDC018049,JBIRFI010000006.1,443489,444434,1.0379,1
Streptomyces anulatus NPDC019501,JBIRYF010000006.1,465298,466243,1.0379,1
Streptomyces anulatus NPDC019061,JBIRYR010000022.1,22227,23172,1.0379,1
Streptomyces anulatus NPDC051370,JBITEI010000003.1,102727,103672,1.0379,1
Streptomyces anulatus NPDC102357,JBIWLI010000004.1,348014,348959,1.0379,1
Streptomyces anulatus NPDC102362,JBIWLF010000012.1,106021,106966,1.0379,1
Streptomyces anulatus NBC_01080,CP108661.1,169509,170454,1.0379,1
Streptomyces anulatus NBC 01626,CP109283.1,189402,190347,1.0379,1
Streptomyces anulatus NPDC057208,NZ_JBHUWO010000010.1,40579,41524,1.0379,1
Streptomyces anulatus NPDC057468,NZ_JBHVDT010000051.1,23217,24162,1.0379,1
Streptomyces anulatus NPDC060060,NZ_JBHWWD010000047.1,23223,24168,1.0379,1
Streptomyces anulatus NBC_01010,NZ_CP108692.1,152250,153195,1.0379,1
Streptomyces anulatus NPDC048677,NZ_JBEZHE010000015.1,180347,181292,1.0379,1
Streptomyces anulatus NPDC017487,JBIRKR010000014.1,49245,50190,1.0379,1
Streptomyces anulatus NPDC017193,NZ_JBEYCO010000014.1,120586,121531,1.0378,1
Streptomyces anulatus NPDC017294,JBIRMC010000022.1,68298,69243,1.0378,1
Streptomyces anulatus NPDC017292,JBIRME010000012.1,220691,221636,1.0378,1
Streptomyces anulatus NPDC050039,JBITKC010000024.1,121162,122107,1.0378,1
Streptomyces anulatus NPDC091211,JBIVVQ010000016.1,148965,149910,1.0377,1
Streptomyces anulatus NPDC093813,NZ_JBFBDK010000004.1,474223,475168,1.0376,1
Streptomyces anulatus NPDC094433,JBIWGY010000007.1,87601,88546,1.0376,1
Streptomyces anulatus NPDC017293,JBIRMD010000020.1,123377,124322,1.0375,1
Streptomyces anulatus NPDC087905,JBIUUA010000011.1,113100,114045,1.0375,1
Streptomyces anulatus NPDC093511,JBIWJM010000010.1,138453,139398,1.0375,1
Streptomyces anulatus NPDC021057,NZ_JBFADH010000013.1,124965,125910,1.0375,1
Streptomyces anulatus NPDC093523,NZ_JBFBEC010000019.1,37703,38648,1.0375,1
Streptomyces anulatus NPDC017265,JBIRML010000020.1,125135,126080,1.0375,1
Streptomyces anulatus NPDC093527,JBIWJJ010000006.1,128216,129161,1.0375,1
Streptomyces rubiginosohelvolus NPDC004571,NZ_JBEXLK010000009.1,225526,226471,1.0392,1
Streptomyces rubiginosohelvolus NPDC057932,NZ_JBHVOZ010000023.1,4687,5632,1.0389,1
Streptomyces rubiginosohelvolus NPDC057693,NZ_JBHVIW010000281.1,1265,2153,1.0379,1
Streptomyces rubiginosohelvolus NPDC089515,NZ_JBFBGV010000060.1,26662,27607,1.0377,1
Streptomyces rubiginosohelvolus NPDC059351,NZ_JBHYXR010000025.1,83942,84887,1.0377,1
Streptomyces rubiginosohelvolus NPDC006028,NZ_JBEXUB010000025.1,29833,30778,1.0376,1
Streptomyces rubiginosohelvolus NPDC056205,NZ_JBHJTS010000044.1,26696,27641,1.0374,1
Streptomyces rubiginosohelvolus NPDC004781,NZ_JBEXJO010000025.1,84595,85540,1.0374,1
Streptomyces rubiginosohelvolus NPDC049009,NZ_JBEZFF010000017.1,84725,85670,1.0374,1
Streptomyces rubiginosohelvolus NPDC058566,NZ_JBHXOV010000017.1,82004,82949,1.0374,1
Streptomyces rubiginosohelvolus NPDC058567,NZ_JBHXOW010000031.1,33255,34200,1.0374,1
Streptomyces rubiginosohelvolus NPDC007870,NZ_JBIAEB010000012.1,67480,68425,1.0374,1
Streptomyces rubiginosohelvolus NPDC008009,NZ_JBIBIW010000007.1,369418,370363,1.0374,1
Streptomyces rubiginosohelvolus NPDC007998,NZ_JBIBJA010000006.1,67480,68425,1.0374,1
Streptomyces rubiginosohelvolus NPDC051783,NZ_JBITCG010000006.1,68999,69944,1.0374,1
Streptomyces rubiginosohelvolus NPDC090107,NZ_JBIVDR010000013.1,57527,58472,1.0374,1
Streptomyces rubiginosohelvolus JCM 4415,BMTW01000019.1,67175,68120,1.0374,1
Streptomyces rubiginosohelvolus JCM 4415,NZ_BMTW01000019.1,67232,68120,1.0362,1
Streptomyces rubiginosohelvolus NBC_01139,CP108625.1,107223,108168,1.0374,1
Streptomyces rubiginosohelvolus NBC_01139,NZ_CP108625.1,107223,108111,1.0362,1
Streptomyces rubiginosohelvolus NPDC020397,NZ_JBIRVO010000009.1,78151,79096,1.0369,1
Streptomyces rubiginosohelvolus NPDC004576,NZ_JBEXLJ010000034.1,47614,48559,1.0368,1
Streptomyces rubiginosohelvolus NPDC004595,NZ_JBEXLD010000017.1,76157,77045,1.0365,1
Streptomyces rubiginosohelvolus NPDC048373,NZ_JBICYG010000020.1,41099,41987,1.0365,1
Streptomyces rubiginosohelvolus NPDC056369,NZ_JBHJQB010000030.1,4072,4960,1.0364,1
Streptomyces rubiginosohelvolus NPDC056018,NZ_JBHJXF010000305.1,2898,3786,1.0364,1
Streptomyces rubiginosohelvolus NPDC056017,NZ_JBHJXG010000301.1,4083,4971,1.0364,1
Streptomyces rubiginosohelvolus NPDC055999,NZ_JBHJXT010000079.1,4081,4969,1.0364,1
Streptomyces rubiginosohelvolus NPDC055981,NZ_JBHJYB010000019.1,4091,4979,1.0364,1
Streptomyces rubiginosohelvolus NPDC008053,NZ_JBIBIG010000010.1,161271,162159,1.0364,1
Streptomyces rubiginosohelvolus NPDC008012,NZ_JBIBIV010000011.1,161474,162362,1.0364,1
Streptomyces rubiginosohelvolus NPDC008008,NZ_JBIBIX010000013.1,99220,100108,1.0364,1
Streptomyces rubiginosohelvolus NPDC008002,NZ_JBIBIY010000012.1,161425,162313,1.0364,1
Streptomyces rubiginosohelvolus NPDC087280,NZ_JBIUYO010000007.1,84842,85730,1.0364,1
Streptomyces rubiginosohelvolus NPDC101148,NZ_JBIWPS010000014.1,157267,158155,1.0364,1
Streptomyces rubiginosohelvolus NPDC048624,NZ_JBICVR010000008.1,86404,87292,1.0364,1
Streptomyces rubiginosohelvolus NPDC056469,NZ_JBHTRT010000005.1,492446,493334,1.0363,1
Streptomyces rubiginosohelvolus NPDC001645,NZ_JBIAUU010000002.1,283755,284643,1.0363,1
Streptomyces rubiginosohelvolus NPDC056239,NZ_JBHJTB010000063.1,2897,3785,1.0363,1
Streptomyces rubiginosohelvolus NPDC058455,NZ_JBHXLS010000012.1,32923,33811,1.0363,1
Streptomyces rubiginosohelvolus NPDC020217,NZ_JBIRWZ010000015.1,102534,103422,1.0363,1
Streptomyces rubiginosohelvolus NPDC055906,NZ_JBHJZV010000072.1,32983,33871,1.0363,1
Streptomyces rubiginosohelvolus NPDC091196,NZ_JBFBGE010000008.1,277979,278867,1.0362,1
Streptomyces rubiginosohelvolus NPDC058428,NZ_JBHXKZ010000037.1,4046,4934,1.0362,1
Streptomyces rubiginosohelvolus NPDC058445,NZ_JBHXLM010000013.1,84909,85797,1.0362,1
Streptomyces rubiginosohelvolus NPDC002508,NZ_JBIARF010000011.1,84826,85714,1.0362,1
Streptomyces rubiginosohelvolus NPDC001066,NZ_JBIAYE010000002.1,179253,180141,1.0362,1
Streptomyces rubiginosohelvolus NPDC127056,NZ_JBHXED010000079.1,26642,27530,1.0362,1
Streptomyces rubiginosohelvolus NPDC059332,NZ_JBHYYA010000007.1,4143,5031,1.0362,1
Streptomyces rubiginosohelvolus NPDC014731,NZ_JBIBYP010000011.1,236814,237702,1.0362,1
Streptomyces rubiginosohelvolus NPDC005518,NZ_JBEXDO010000030.1,76527,77415,1.0362,1
Streptomyces rubiginosohelvolus NPDC007871,NZ_JBEYEG010000099.1,28397,29285,1.0362,1
Streptomyces rubiginosohelvolus NPDC046682,NZ_JBEYZA010000167.1,4947,5835,1.0362,1
Streptomyces rubiginosohelvolus NPDC088324,NZ_JBFBIQ010000023.1,67266,68154,1.0362,1
Streptomyces rubiginosohelvolus NPDC058607,NZ_JBHXQC010000020.1,78587,79475,1.0362,1
Streptomyces rubiginosohelvolus NPDC001077,NZ_JBIAYC010000021.1,67742,68630,1.0362,1
Streptomyces rubiginosohelvolus NPDC007911,NZ_JBIBKO010000013.1,82352,83240,1.0362,1
Streptomyces rubiginosohelvolus NPDC014852,NZ_JBIBWW010000009.1,66275,67163,1.0362,1
Streptomyces rubiginosohelvolus NPDC085615,NZ_JBITSY010000001.1,1288280,1289168,1.0362,1
Streptomyces rubiginosohelvolus NPDC090102,NZ_JBIVDU010000011.1,71762,72650,1.0362,1
Streptomyces rubiginosohelvolus NPDC090063,NZ_JBIVEN010000016.1,68171,69059,1.0362,1
Streptomyces rubiginosohelvolus NPDC091001,NZ_JBIVWR010000005.1,65840,66728,1.0362,1
Streptomyces rubiginosohelvolus NPDC090447,NZ_JBIVXU010000012.1,78452,79340,1.0362,1
Streptomyces rubiginosohelvolus NPDC046680,NZ_JBEYZB010000016.1,84773,85661,1.0361,1
Streptomyces rubiginosohelvolus NPDC021677,NZ_JBFACI010000016.1,96610,97498,1.0361,1
Streptomyces rubiginosohelvolus NPDC060270,NZ_JBHXBF010000018.1,76751,77639,1.0360,1
Streptomyces rubiginosohelvolus NPDC020302,NZ_JBIRWK010000007.1,65405,66293,1.0360,1
Streptomyces rubiginosohelvolus NPDC057269,NZ_JBHUYH010000011.1,63606,64494,1.0360,1
Streptomyces rubiginosohelvolus NPDC055972,NZ_JBHJYG010000029.1,4728,5616,1.0360,1
Streptomyces rubiginosohelvolus NPDC057973,NZ_JBHVQD010000007.1,126205,127093,1.0358,1
Streptomyces rubiginosohelvolus NPDC059453,NZ_JBHYVD010000003.1,165192,166080,1.0357,1
Streptomyces rubiginosohelvolus NPDC059430,NZ_JBHYVX010000064.1,36833,37721,1.0357,1
Streptomyces rubiginosohelvolus NPDC049865,NZ_JBITKY010000006.1,38627,39515,1.0357,1
Streptomyces europaeiscabiei NCPPB 4064,JPPV01000162.1,8662,9607,1.0391,1
Streptomyces sindenensis JCM 4164,NZ_BMSG01000004.1,300280,301243,1.0382,1
Streptomyces sindenensis NPDC058462,NZ_JBHXLY010000015.1,85454,86417,1.0382,1
Streptomyces sindenensis NPDC058546,NZ_JBHXOF010000019.1,74559,75522,1.0382,1
Streptomyces sindenensis NPDC058558,NZ_JBHXOQ010000010.1,91551,92514,1.0382,1
Streptomyces sindenensis NPDC058562,NZ_JBHXOT010000040.1,18931,19894,1.0382,1
Streptomyces sindenensis NPDC059192,NZ_JBHZBJ010000074.1,18917,19880,1.0382,1
Kitasatospora albolonga YIM 101047,CP020563.1,68305,69256,1.0380,1
Kitasatospora albolonga YIM 101047,NZ_CP020563.1,68305,69175,1.0371,1
Streptomyces californicus NPDC020781,NZ_JBIRTA010000015.1,46807,47752,1.0378,1
Streptomyces californicus NPDC058589,NZ_JBHXPQ010000064.1,31994,32939,1.0377,1
Streptomyces californicus NPDC058598,NZ_JBHXPW010000093.1,7819,8764,1.0377,1
Streptomyces californicus NPDC058599,NZ_JBHXPX010000076.1,7906,8851,1.0377,1
Streptomyces californicus NPDC059188,NZ_JBHZBN010000137.1,7818,8763,1.0377,1
Streptomyces californicus NPDC059187,NZ_JBHZBO010000053.1,31992,32937,1.0377,1
Streptomyces californicus NPDC007922,NZ_JBIBKF010000008.1,351658,352603,1.0377,1
Streptomyces californicus NPDC015493,NZ_JBIBTD010000009.1,57290,58235,1.0377,1
Streptomyces californicus NPDC101415,NZ_JBIWNP010000006.1,346673,347618,1.0377,1
Streptomyces californicus NPDC052893,NZ_JBITZV010000007.1,57485,58430,1.0376,1
Streptomyces californicus NPDC006701,NZ_JBIAGT010000011.1,130075,131020,1.0375,1
Streptomyces californicus FDAARGOS_1210,NZ_CP070260.1,7837621,7838566,1.0374,1
Streptomyces californicus FDAARGOS_1210,CP070260.1,7837660,7838566,1.0363,1
Streptomyces californicus NPDC030430,NZ_JBEZVY010000176.1,7894,8839,1.0374,1
Streptomyces californicus NPDC012352,NZ_JBIBFA010000008.1,370007,370952,1.0374,1
Streptomyces californicus NPDC013695,NZ_JBICBH010000024.1,35212,36157,1.0374,1
Streptomyces californicus NPDC016918,NZ_JBIRPF010000013.1,35243,36188,1.0374,1
Streptomyces californicus NRRL ISP-5083,NZ_JOBQ01000004.1,355243,356188,1.0374,1
Streptomyces californicus NRRL B-2895,NZ_JOFA01000002.1,66944,67889,1.0374,1
Streptomyces californicus NRRL B-2988,NZ_JOFG01000013.1,79266,80211,1.0374,1
Streptomyces californicus TBG-201,NZ_JAJDST010000046.1,47752,48697,1.0373,1
Streptomyces californicus TBG-201,JAJDST010000046.1,47752,48658,1.0362,1
Streptomyces californicus NPDC093075,NZ_JBIVPE010000016.1,140553,141498,1.0373,1
Streptomyces californicus NPDC046898,NZ_JBEYXF010000014.1,43168,44113,1.0372,1
Streptomyces californicus NPDC059663,NZ_JBHWEG010000009.1,192201,193146,1.0372,1
Streptomyces californicus NPDC057708,NZ_JBHVJG010000005.1,119707,120652,1.0372,1
Streptomyces californicus NPDC091989,NZ_JBIVSS010000007.1,361473,362418,1.0372,1
Streptomyces californicus NPDC020396,NZ_JBIRVP010000007.1,111178,112123,1.0372,1
Streptomyces californicus DJ09,NZ_CP160048.1,7642471,7643416,1.0372,1
Streptomyces californicus NPDC057656,NZ_JBHVHR010000026.1,32242,33187,1.0372,1
Streptomyces californicus NPDC057643,NZ_JBHVHI010000064.1,23386,24331,1.0371,1
Streptomyces californicus NPDC032018,NZ_JBEZVO010000050.1,7898,8843,1.0371,1
Streptomyces californicus NPDC001721,NZ_JBIAUJ010000007.1,98570,99515,1.0370,1
Streptomyces californicus NPDC017846,NZ_JBIRIJ010000010.1,299030,299936,1.0369,1
Streptomyces californicus NPDC004672,NZ_JBEXKA010000029.1,35170,36115,1.0370,1
Streptomyces californicus NPDC012660,NZ_JBIBDL010000011.1,54678,55584,1.0367,1
Streptomyces californicus NPDC012610,NZ_JBIBDY010000014.1,140411,141317,1.0367,1
Streptomyces californicus NPDC058601,NZ_JBHXPZ010000021.1,7905,8850,1.0367,1
Streptomyces californicus ADAT1,NZ_JAVFKL010000003.1,214902,215808,1.0366,1
Streptomyces californicus FDAARGOS_1209,NZ_CP070242.1,86868,87774,1.0363,1
Streptomyces californicus FDAARGOS_1212,NZ_CP070245.1,7701921,7702827,1.0363,1
Streptomyces californicus FDAARGOS_1211,NZ_CP070249.1,80779,81685,1.0363,1
Streptomyces californicus FDAARGOS_1213,NZ_CP070254.1,87179,88085,1.0363,1
Streptomyces californicus NRRL B-2098,NZ_JNZZ01000016.1,75665,76571,1.0363,1
Streptomyces californicus NRRL B-3320,NZ_KL569955.1,24292,25198,1.0363,1
Streptomyces californicus NPDC091199,NZ_JBIVVV010000006.1,43188,44094,1.0363,1
Streptomyces californicus NPDC012558,NZ_JBIBEF010000018.1,54806,55712,1.0362,1
Streptomyces californicus NPDC091767,NZ_JBIVTE010000020.1,106625,107531,1.0362,1
Streptomyces californicus NPDC094905,NZ_JBIWGM010000013.1,56246,57152,1.0362,1
Streptomyces californicus NPDC015135,NZ_JBIBUY010000007.1,50042,50948,1.0362,1
Streptomyces californicus NPDC015134,NZ_JBIBUZ010000007.1,395177,396083,1.0362,1
Streptomyces californicus NPDC093056,NZ_JBIVPM010000011.1,74227,75133,1.0362,1
Streptomyces californicus NPDC020550,NZ_JBFAEI010000019.1,7876,8782,1.0362,1
Streptomyces californicus NPDC058085,NZ_JBHVSS010000006.1,213951,214857,1.0362,1
Streptomyces californicus NPDC021076,NZ_JBIRQN010000003.1,55703,56609,1.0362,1
Streptomyces californicus NPDC020600,NZ_JBIRUJ010000005.1,55328,56234,1.0362,1
Streptomyces californicus NPDC020545,NZ_JBIRUU010000005.1,55554,56460,1.0362,1
Streptomyces californicus NPDC020857,NZ_JBFADR010000007.1,51604,52510,1.0361,1
Streptomyces californicus NPDC021013,NZ_JBIRQT010000010.1,349999,350905,1.0361,1
Streptomyces californicus NPDC021011,NZ_JBIRQV010000006.1,42566,43472,1.0361,1
Streptomyces californicus NPDC020995,NZ_JBIRQW010000007.1,42566,43472,1.0361,1
Streptomyces californicus NPDC020992,NZ_JBIRQX010000006.1,423816,424722,1.0361,1
Streptomyces californicus ADR1,NZ_JAVFVW010000049.1,49484,50390,1.0360,1
Streptomyces californicus NPDC001878,NZ_JBEOYL010000060.1,35157,36063,1.0360,1
Streptomyces californicus NPDC020031,NZ_JBEYAH010000013.1,83116,84022,1.0360,1
Streptomyces californicus NPDC059633,NZ_JBHWDG010000464.1,4118,5024,1.0360,1
Streptomyces californicus NPDC055974,NZ_JBHJYF010000008.1,7890,8793,1.0357,1
Streptomyces californicus NPDC059845,NZ_JBHWJD010000005.1,92430,93336,1.0357,1
Streptomyces californicus NPDC048014,NZ_JBIDBL010000016.1,147407,148313,1.0357,1
Streptomyces californicus NRRL 2423,NZ_JOAC01000006.1,330070,330976,1.0357,1
Streptomyces sp. ID01-15D ID01-15d,NZ_JARAZK010000020.1,73794,74739,1.0377,1
Streptomyces globisporus subsp. globisporus NRRL B-2709,NZ_JNZK01000017.1,73771,74716,1.0377,1
Streptomyces badius JCM 4350,BMSZ01000028.1,42788,43733,1.0376,1
Streptomyces badius JCM 4350,NZ_BMSZ01000028.1,42788,43676,1.0363,1
Streptomyces badius SF7B6,LWMP01000001.1,7389352,7390294,1.0365,1
Streptomyces badius SP6C4,LWMQ01000001.1,7382328,7383270,1.0365,1
Streptomyces nanshensis SCSIO M10372,LJGZ01000096.1,51802,52753,1.0376,1
Streptomyces nanshensis SCSIO M10372,NZ_LJGZ01000096.1,51802,52672,1.0357,1
Streptomyces cavourensis BUU 135,JADZLU010001131.1,1224,2175,1.0375,1
Streptomyces cavourensis F2,CP101397.1,3966840,3967791,1.0375,1
Streptomyces cavourensis F2,NZ_CP101397.1,3966840,3967710,1.0357,1
Streptomyces cavourensis NA4,CP113262.1,116468,117419,1.0375,1
Streptomyces cavourensis NA4,NZ_CP113262.1,116468,117338,1.0357,1
Streptomyces cavourensis A54,NZ_JAHHWT010000018.1,1043,1913,1.0358,1
Streptomyces cavourensis NEAU-CLG1,NZ_JBKFGC010000048.1,1503,2373,1.0358,1
Streptomyces cavourensis 1AS2a,NZ_CP024957.1,49732,50602,1.0358,1
Streptomyces cavourensis 2BA6PG,NZ_CP101140.1,7600394,7601264,1.0358,1
Streptomyces cavourensis JCM 4298,NZ_BMSP01000009.1,291042,291912,1.0357,1
Streptomyces cavourensis YBQ59,NZ_JASEND010000009.1,325162,326032,1.0357,1
Streptomyces cavourensis DSM 41795,NZ_VFRC01000001.1,52384,53254,1.0357,1
Streptomyces cavourensis 60S,JBEEQG010000004.1,54542,55412,1.0357,1
Streptomyces cavourensis TJ430,NZ_CP030930.1,52054,52924,1.0354,1
Streptomyces roseoviolaceus MMA-32,JAANNS010000004.1,481042,481993,1.0375,1
Streptomyces sp. V2I9 CB04723 V2I9,NZ_JAUSZJ010000002.1,23142,24087,1.0375,1
Streptomyces microflavus ACT2_R2a,JAMYEK010000001.1,652128,653079,1.0375,1
Streptomyces microflavus ACT2_R2a,NZ_JAMYEK010000001.1,652209,653079,1.0362,1
Streptomyces microflavus NPDC049961,NZ_JBFALR010000018.1,43343,44213,1.0372,1
Streptomyces microflavus NPDC059760,NZ_JBHWHE010000100.1,22412,23282,1.0370,1
Streptomyces microflavus NPDC059779,NZ_JBHWHP010000005.1,419186,420056,1.0370,1
Streptomyces microflavus NPDC060331,NZ_JBHXCM010000056.1,13212,14082,1.0370,1
Streptomyces microflavus NPDC005421,NZ_JBEXEU010000040.1,37499,38369,1.0362,1
Streptomyces microflavus NPDC005818,NZ_JBEXXG010000036.1,21717,22587,1.0362,1
Streptomyces microflavus NPDC005809,NZ_JBEXXM010000047.1,1880,2750,1.0362,1
Streptomyces microflavus NBC 01798,CP109077.1,220601,221552,1.0362,1
Streptomyces microflavus NBC 01798,NZ_CP109077.1,220601,221471,1.0350,1
Streptomyces microflavus NBC 01684,CP109210.1,384601,385552,1.0362,1
Streptomyces microflavus NBC 01684,NZ_CP109210.1,384601,385471,1.0350,1
Streptomyces microflavus NBC_01424,JAPEPL010000001.1,154186,155137,1.0362,1
Streptomyces microflavus NBC_01424,NZ_JAPEPL010000001.1,154186,155056,1.0350,1
Streptomyces microflavus NPDC088154,NZ_JBIUSW010000004.1,479531,480401,1.0360,1
Streptomyces microflavus NPDC087916,NZ_JBIUTU010000013.1,146987,147857,1.0360,1
Streptomyces microflavus NBC_01391,CP109550.1,7887700,7888651,1.0362,1
Streptomyces microflavus NBC_01391,NZ_CP109550.1,7887781,7888651,1.0349,1
Streptomyces microflavus NBC_01184,CP108588.1,8176770,8177721,1.0359,1
Streptomyces microflavus NBC_01184,NZ_CP108588.1,8176851,8177721,1.0347,1
Streptomyces microflavus NBC_01168,CP108611.1,278793,279744,1.0359,1
Streptomyces microflavus NBC_01168,NZ_CP108611.1,278793,279663,1.0347,1
Streptomyces microflavus NBC 01683,CP109211.1,8149152,8150103,1.0359,1
Streptomyces microflavus NBC 01683,NZ_CP109211.1,8149233,8150103,1.0347,1
Streptomyces microflavus SID14438,JAAGME010000001.1,6426,7377,1.0359,1
Streptomyces microflavus SID14438,NZ_JAAGME010000001.1,6507,7377,1.0346,1
Streptomyces microflavus NA06532,CP054926.1,168245,169196,1.0359,1
Streptomyces microflavus NA06532,NZ_CP054926.1,168245,169115,1.0346,1
Streptomyces microflavus DF,CP068598.1,162997,163948,1.0359,1
Streptomyces microflavus NBC_01346,CP108360.1,473628,474579,1.0359,1
Streptomyces microflavus NBC_01346,NZ_CP108360.1,473628,474498,1.0346,1
Streptomyces microflavus NBC_01194,CP108575.1,679302,680253,1.0359,1
Streptomyces microflavus NBC_01194,NZ_CP108575.1,679302,680172,1.0346,1
Streptomyces microflavus NBC_01595,CP109320.1,331058,332009,1.0359,1
Streptomyces microflavus NBC_01595,NZ_CP109320.1,331058,331928,1.0346,1
Streptomyces microflavus DSM 40593,CP005080.1,295336,296287,1.0358,1
Streptomyces microflavus DSM 40593,NC_021177.1,295336,296206,1.0346,1
Streptomyces microflavus NBRC 13062,BLWD01000002.1,297873,298761,1.0352,1
Streptomyces microflavus JCM 4496,BMUG01000005.1,430116,431004,1.0352,1
