Organism,Scaffold,Start,End,Score,CAC36059.1,CAD55403.1,CAC44647.1,CAC44648.1,CAC44649.1,CAC44650.1,CAC44651.1,CAC44652.1,CAC44653.1
Streptomyces rochei NPDC057084,NZ_JBHUTM010000030.1,14830,23170,14.3954,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057762,NZ_JBHVKF010000112.1,14822,23162,14.3954,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057768,NZ_JBHVKK010000055.1,14820,23160,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057773,NZ_JBHVKO010000107.1,4697,13037,14.3954,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057782,NZ_JBHVKS010000034.1,14828,23168,14.3954,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC060231,NZ_JBHXAF010000001.1,559166,567506,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC060314,NZ_JBHXCB010000030.1,14908,23248,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC060315,NZ_JBHXCC010000006.1,424584,432924,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC060316,NZ_JBHXCD010000003.1,424866,433206,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC127125,NZ_JBHXTT010000039.1,15056,23396,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC127549,NZ_JBHXVU010000001.1,558931,567271,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC127562,NZ_JBHXVW010000001.1,753264,761604,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058790,NZ_JBHYOV010000014.1,58077,66417,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC007838,NZ_JBIAEI010000003.1,364139,372478,14.3957,1,1,1,1,0,1,1,1,1
Streptomyces rochei S32,CP133098.1,7250703,7259043,14.3954,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC006395,NZ_JBEXQE010000006.1,14856,23219,14.3946,1,1,1,1,0,1,1,1,1
Streptomyces rochei SID8161,NZ_JAAGMZ010000559.1,3161,9877,10.3008,1,1,1,1,0,1,1,0,0
Streptomyces rochei D21E05,NZ_CP139824.1,945820,954183,14.3954,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC007933,NZ_JBIBKB010000004.1,479359,487699,14.3955,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC017466,NZ_JBIRLE010000008.1,353600,361940,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057149,NZ_JBHUVG010000008.1,111671,120011,14.3947,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057771,NZ_JBHVKM010000012.1,61384,69739,14.3955,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057778,NZ_JBHVKP010000062.1,19479,27834,14.3955,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC017750,NZ_JBIRIM010000005.1,237085,245448,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NRRL B-2410,NZ_MUMD01000215.1,38189,46552,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei JK1,NZ_CP121271.1,789856,798196,14.3951,1,1,1,1,0,1,1,1,1
Streptomyces rochei CC36,NZ_JASCXS010000038.1,514307,522664,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC000411,NZ_JBEPDL010000027.1,57811,66151,14.3950,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC000158,NZ_JBEPFA010000016.1,57882,66239,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC006330,NZ_JBEXRB010000042.1,14807,23147,14.3946,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC046706,NZ_JBEYYX010000041.1,21890,30230,14.3942,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057109,NZ_JBHUUG010000073.1,19214,27554,14.3949,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057785,NZ_JBHVKV010000040.1,39619,47961,14.3945,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057824,NZ_JBHVLS010000001.1,375516,383856,14.3951,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058344,NZ_JBHXIF010000029.1,14835,23221,14.3945,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC013977,NZ_JBICAN010000006.1,143473,151807,14.3946,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC048184,NZ_JBIDAO010000008.1,361749,370089,14.3950,1,1,1,1,0,1,1,1,1
Streptomyces rochei MTOC-St3,NZ_JBIENY010000145.1,43739,52079,14.3949,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC087318,NZ_JBIUYB010000004.1,39616,47956,14.3949,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC101106,NZ_JBIVZN010000002.1,719864,728204,14.3950,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC000783,NZ_JBEPCB010000001.1,342092,350455,14.3954,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057790,NZ_JBHVKZ010000051.1,21903,30243,14.3947,1,1,1,1,0,1,1,1,1
Streptomyces rochei NS1,NZ_JAJIRV010000004.1,48957,57297,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC024586,NZ_JBEZYQ010000002.1,713764,722104,14.3945,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC053546,NZ_JBITXK010000002.1,357362,365702,14.3945,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057828,NZ_JBHVLV010000016.1,152440,160827,14.3950,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC047745,NZ_JBEYSN010000014.1,143239,151602,14.3951,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057343,NZ_JBHVAG010000004.1,415584,423947,14.3949,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC018887,NZ_JBIRZG010000005.1,355231,363594,14.3951,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC018789,NZ_JBIRZP010000003.1,57952,66315,14.3951,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC018683,NZ_JBISAA010000002.1,715307,723670,14.3951,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC018673,NZ_JBISAB010000002.1,108170,116533,14.3951,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC014780,NZ_JBIBXO010000001.1,429761,438101,14.3943,1,1,1,1,0,1,1,1,1
Streptomyces rochei 8ER183,NZ_JBGMQM010000003.1,422562,430925,14.3946,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057766,NZ_JBHVKI010000064.1,14806,23169,14.3954,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057803,NZ_JBHVLG010000065.1,14818,23181,14.3954,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058327,NZ_JBHVZP010000039.1,14928,23291,14.3954,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058349,NZ_JBHXIK010000033.1,58196,66559,14.3954,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC004652,NZ_JBEXKT010000068.1,19325,27665,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC006340,NZ_JBEXQV010000016.1,143504,151867,14.3942,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057799,NZ_JBHVLE010000012.1,58133,66496,14.3950,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058815,NZ_JBHYNY010000002.1,265839,274179,14.3942,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058811,NZ_JBHYOC010000007.1,136096,144436,14.3942,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058808,NZ_JBHYOF010000009.1,57981,66321,14.3942,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058802,NZ_JBHYOL010000008.1,279656,287996,14.3942,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC014778,NZ_JBIBXQ010000003.1,39492,47832,14.3946,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058856,NZ_JBHYMU010000003.1,237287,245610,14.3927,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058849,NZ_JBHYMY010000045.1,10675,19004,14.3938,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058846,NZ_JBHYNB010000002.1,122189,130518,14.3938,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058823,NZ_JBHYNU010000011.1,43940,52269,14.3935,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058814,NZ_JBHYNZ010000003.1,237214,245543,14.3935,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058813,NZ_JBHYOA010000003.1,458665,466994,14.3933,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058805,NZ_JBHYOI010000002.1,286319,294648,14.3935,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058804,NZ_JBHYOJ010000006.1,380523,388852,14.3935,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058803,NZ_JBHYOK010000013.1,145655,153995,14.3936,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058801,NZ_JBHYOM010000002.1,145279,153608,14.3933,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058791,NZ_JBHYOU010000012.1,20074,28403,14.3935,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC057129,NZ_JBHUUQ010000044.1,14830,23170,14.3946,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058810,NZ_JBHYOD010000002.1,701026,709355,14.3934,1,1,1,1,0,1,1,1,1
Streptomyces rochei NPDC058809,NZ_JBHYOE010000004.1,348025,356354,14.3934,1,1,1,1,0,1,1,1,1
Streptomyces sp. SudanB5_2050,NZ_OZ186760.1,743253,751616,14.3945,1,1,1,1,0,1,1,1,1
Streptomyces geysiriensis S19,NZ_JAIFOQ010000088.1,5360,13723,14.3944,1,1,1,1,0,1,1,1,1
Streptomyces geysiriensis JCM 4962,BMWF01000004.1,358294,366657,14.3928,1,1,1,1,0,1,1,1,1
Streptomyces enissocaesilis NBF 715,CP118027.1,774936,783299,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces sp. SudanB91_2054,NZ_OZ186793.1,668165,676505,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces plicatus JCM 4504,NZ_BMUJ01000007.1,144961,153318,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces plicatus JCM 4504,NZ_JBHSUW010000001.1,751670,760027,14.3948,1,1,1,1,0,1,1,1,1
Streptomyces plicatus JCM 4504,BMUJ01000007.1,144961,153318,14.3922,1,1,1,1,0,1,1,1,1
Streptomyces vinaceusdrappus JCM 4529,NZ_BMUN01000004.1,354809,363149,14.3950,1,1,1,1,0,1,1,1,1
Streptomyces vinaceusdrappus JCM 4529,BMUN01000004.1,354809,363149,14.3924,1,1,1,1,0,1,1,1,1
Streptomyces vinaceusdrappus AC-40,NZ_CP104697.1,672002,680342,11.3643,1,1,1,1,0,1,1,0,1
Streptomyces sp. SudanB135_2055,NZ_OZ186791.1,905162,913502,14.3947,1,1,1,1,0,1,1,1,1
Streptomyces pactum ACT12,NZ_CP019724.1,7889128,7897501,17.4624,1,1,1,1,1,1,1,1,1
Streptomyces pactum ACT12,NZ_LIQD01000004.1,409774,418132,17.4605,1,1,1,1,1,1,1,1,1
Streptomyces pactum ACT12,CP019724.1,7889143,7897501,17.4621,1,1,1,1,1,1,1,1,1
Streptomyces ambofaciens ATCC 23877,NZ_CP012382.1,708879,717211,14.4375,1,1,1,0,1,1,1,1,1
Streptomyces ambofaciens ATCC 23877,CP012382.1,708879,717211,11.4185,1,1,1,0,1,0,1,1,1
Streptomyces ambofaciens ATCC 23877,AM238663.1,708906,717238,17.4604,1,1,1,1,1,1,1,1,1
Streptomyces ambofaciens DSM 40697,NZ_CP012949.1,689287,697620,14.4364,1,1,1,0,1,1,1,1,1
Streptomyces parvulus NPDC014887,NZ_JBIBWI010000012.1,125506,133906,14.4339,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC008063,NZ_JBIBID010000004.1,731891,740291,14.4333,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC051472,NZ_JBITEA010000001.1,559621,568024,14.4328,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC088544,NZ_JBIVML010000014.1,118913,127456,14.4326,1,1,1,1,1,1,1,0,1
Streptomyces parvulus 2297,NZ_QQBH01000002.1,118977,127358,14.4330,1,1,1,1,1,1,1,0,1
Streptomyces parvulus 2297,QQBH01000002.1,118977,127358,14.4336,1,1,1,1,1,1,1,0,1
Streptomyces parvulus 2297,NZ_CP015866.1,315969,324306,14.4259,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC059405,NZ_JBHYWK010000008.1,260217,268600,14.4324,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC048620,NZ_JBEZHW010000017.1,68097,76477,14.4325,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC059536,NZ_JBHWAS010000004.1,20062,28442,14.4320,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC026661,NZ_JBEZXX010000006.1,386049,394440,14.4313,1,1,1,1,1,1,1,0,1
Streptomyces parvulus A03,NZ_JAYMRR010000003.1,313853,322217,14.4282,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC004997,NZ_JBEXJC010000034.1,21158,29528,14.4277,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC046875,NZ_JBEYXL010000025.1,13164,21540,14.4277,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC048712,NZ_JBEZGZ010000057.1,13163,21539,14.4270,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC059711,NZ_JBHWFT010000026.1,21276,29649,14.4277,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC048234,NZ_JBICZT010000010.1,311040,319386,14.4280,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC088558,NZ_JBIVMB010000008.1,110415,118779,14.4277,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC097689,NZ_JBEORZ010000005.1,116708,125072,14.4275,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC048617,NZ_JBEZHY010000014.1,112658,121022,14.4276,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC052306,NZ_JBIUBC010000015.1,66635,74990,14.4272,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC048632,NZ_JBEZHT010000015.1,112754,121112,14.4277,1,1,1,1,1,1,1,0,1
Streptomyces parvulus LP03,NZ_JAIWPL010000007.1,116499,124863,14.4273,1,1,1,1,1,1,1,0,1
Streptomyces parvulus PBR36,NZ_JAMOLM010000080.1,335,7090,13.3612,1,1,1,1,1,1,1,0,0
Streptomyces parvulus NPDC052119,NZ_JBFAVZ010000004.1,116186,124547,14.4277,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC059529,NZ_JBHYTH010000063.1,13340,21704,14.4275,1,1,1,1,1,1,1,0,1
Streptomyces parvulus SX6,NZ_JAJJMU010000007.1,116487,124833,14.4278,1,1,1,1,1,1,1,0,1
Streptomyces parvulus VCCM 22513,NZ_JAJVLA010000013.1,90530,98876,14.4278,1,1,1,1,1,1,1,0,1
Streptomyces parvulus JCM 4068,NZ_BMRX01000020.1,116454,124791,14.4259,1,1,1,1,1,1,1,0,1
Streptomyces parvulus JCM 4068,BMRX01000020.1,116454,124791,14.4244,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC003845,NZ_JBEXMS010000013.1,66585,74979,14.4272,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC003843,NZ_JBIANL010000006.1,310024,318418,14.4272,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC003902,NZ_JBEXMQ010000010.1,131012,139367,14.4269,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC005540,NZ_JBEXDJ010000001.1,286459,294811,14.4273,1,1,1,1,1,1,1,0,1
Streptomyces parvulus NPDC052163,NZ_JBFAVV010000008.1,114439,122812,14.4265,1,1,1,1,1,1,1,0,1
Streptomyces flaveolus NPDC086842,NZ_JBIVAR010000003.1,244127,252544,17.4542,1,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC014719,NZ_JBIBYT010000003.1,581959,590374,17.4529,1,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC000675,NZ_JBEPCO010000067.1,9808,18224,17.4542,1,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC000632,NZ_JBEPCV010000018.1,104234,112650,17.4542,1,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC044998,NZ_JBEZBB010000013.1,93247,101663,17.4542,1,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC015091,NZ_JBIBVL010000029.1,20306,28723,17.4538,1,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC014714,NZ_JBIBYU010000013.1,218060,226474,17.4533,1,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC059703,NZ_JBHWFN010000023.1,15158,23574,17.4536,1,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC052248,NZ_JBFAUY010000068.1,14333,22748,17.4547,1,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC052219,NZ_JBFAVH010000010.1,77982,86397,17.4545,1,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC052172,NZ_JBFAVR010000014.1,77989,86404,17.4545,1,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC102396,NZ_JBIWKU010000002.1,720151,728566,17.4539,1,1,1,1,1,1,1,1,1
Streptomyces flaveolus JCM 4032,NZ_BMRV01000003.1,155370,163777,17.4510,1,1,1,1,1,1,1,1,1
Streptomyces flaveolus JCM 4032,BMRV01000003.1,155370,163777,17.4512,1,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC000175,NZ_JBEPEV010000012.1,233707,242127,17.4526,1,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC018018,NZ_JBIRGE010000005.1,155009,163429,17.4526,1,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC018017,NZ_JBIRGF010000003.1,154699,163119,17.4526,1,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC097624,NZ_JBEOSC010000004.1,196336,204747,14.3723,1,1,0,1,1,1,1,1,1
Streptomyces flaveolus NPDC005559,NZ_JBEXDF010000003.1,495503,503924,17.4520,1,1,1,1,1,1,1,1,1
Streptomyces flaveolus NPDC005910,NZ_JBEXVU010000016.1,91702,100121,17.4506,1,1,1,1,1,1,1,1,1
Streptomyces solaniscabiei FS75,NZ_JADGFX010000002.1,459674,468093,17.4511,1,1,1,1,1,1,1,1,1
Streptomyces solaniscabiei FS66,NZ_JADGFY010000001.1,438745,447164,17.4511,1,1,1,1,1,1,1,1,1
Streptomyces solaniscabiei N26,NZ_WQLR01000001.1,164281,172700,17.4511,1,1,1,1,1,1,1,1,1
Streptomyces solaniscabiei FS70,NZ_WQLU01000001.1,583778,592197,17.4511,1,1,1,1,1,1,1,1,1
Streptomyces tagetis RG38,NZ_JAGPNL010000002.1,688988,697397,9.3018,1,1,1,0,0,1,0,1,1
