Organism,Scaffold,Start,End,Score,CAB94607.1,CAB94608.1
Streptomyces caelestis DSM 40084,NZ_JACHNE010000001.1,5807441,5809894,3.1472,1,1
Streptomyces caelestis NPDC035795,NZ_JBEZUX010000003.1,235589,238042,3.1472,1,1
Streptomyces caelestis JCM 4566,NZ_JBHSYJ010000001.1,798876,801329,3.1472,1,1
Streptomyces caelestis NPDC088827,NZ_JBIVJI010000004.1,205563,208016,3.1472,1,1
Streptomyces caelestis NPDC016632,NZ_JBIBRH010000010.1,36185,38638,3.1472,1,1
Streptomyces chartreusis NRRL 12338,NZ_JH164877.1,30443,32896,3.1475,1,1
Streptomyces chartreusis NPDC006245,NZ_JBEXSN010000008.1,104682,107135,3.1467,1,1
Streptomyces chartreusis NRRL 3882,NZ_LT962942.1,3046888,3049341,3.1475,1,1
Streptomyces iakyrus NPDC008335,NZ_JBIBFO010000008.1,37748,40201,3.1463,1,1
Streptomyces iakyrus NPDC090125,NZ_JBIVDG010000007.1,92445,94898,3.1454,1,1
Streptomyces iakyrus NPDC006246,NZ_JBEXSM010000020.1,33514,35967,3.1456,1,1
Streptomyces iakyrus NPDC007813,NZ_JBIAEP010000003.1,210106,212559,3.1453,1,1
Streptomyces iakyrus NPDC014884,NZ_JBIBWK010000002.1,879007,881460,3.1453,1,1
Streptomyces massasporeus NPDC087205,NZ_JBIUZF010000009.1,106369,108822,3.1456,1,1
Streptomyces massasporeus NPDC006213,NZ_JBEXST010000003.1,245249,247702,3.1459,1,1
Streptomyces massasporeus JCM 4139,NZ_BMSE01000017.1,195810,198263,3.1459,1,1
Streptomyces massasporeus NPDC007952,NZ_JBIBJS010000014.1,13260,15713,3.1457,1,1
Streptomyces massasporeus NPDC059484,NZ_JBHYUC010000006.1,13146,15599,3.1455,1,1
Streptomyces massasporeus NPDC036699,NZ_JBEZUU010000018.1,74829,77282,3.1453,1,1
Streptomyces massasporeus NPDC002435,NZ_JBEOWN010000016.1,53432,55885,3.1458,1,1
Streptomyces massasporeus NPDC059856,NZ_JBHWJN010000010.1,210421,212874,3.1454,1,1
Streptomyces massasporeus NPDC047746,NZ_JBIDCS010000016.1,221380,223833,3.1452,1,1
Streptomyces massasporeus NPDC019889,NZ_JBEYAR010000015.1,13986,16439,3.1457,1,1
Streptomyces massasporeus NPDC012734,NZ_JBIBCW010000013.1,13254,15707,3.1456,1,1
Streptomyces massasporeus NPDC012233,NZ_JBIBFG010000023.1,74665,77118,3.1456,1,1
Streptomyces massasporeus NPDC008205,NZ_JBIBGV010000020.1,74824,77277,3.1456,1,1
Streptomyces massasporeus NPDC087910,NZ_JBIUTY010000004.1,101336,103789,3.1456,1,1
Streptomyces massasporeus NPDC089413,NZ_JBIVHX010000003.1,572501,574954,3.1456,1,1
Streptomyces massasporeus NPDC088819,NZ_JBIVJM010000005.1,587797,590250,3.1456,1,1
Streptomyces massasporeus NPDC007062,NZ_JBEYGJ010000023.1,13084,15537,3.1453,1,1
Streptomyces massasporeus NPDC006882,NZ_JBEYIH010000033.1,13125,15578,3.1453,1,1
Streptomyces massasporeus NPDC007066,NZ_JBIAFP010000055.1,13084,15537,3.1453,1,1
Streptomyces massasporeus NPDC006515,NZ_JBEXPE010000019.1,13245,15698,3.1453,1,1
Streptomyces massasporeus NPDC048372,NZ_JBICYH010000025.1,13246,15699,3.1453,1,1
Streptomyces massasporeus NPDC015014,NZ_JBIBVQ010000015.1,231382,233835,3.1452,1,1
Streptomyces massasporeus NPDC013183,NZ_JBIBAG010000018.1,191104,193557,3.1450,1,1
Streptomyces massasporeus NPDC059699,NZ_JBHWFJ010000027.1,92477,94930,3.1454,1,1
Streptomyces davaonensis JCM 4913,NC_020504.1,3575213,3577672,3.1460,1,1
Streptomyces qaidamensis S10,NZ_CP015098.1,6010463,6012916,3.1455,1,1
Streptomyces qaidamensis NPDC058352,NZ_JBHXIN010000006.1,172912,175365,3.1455,1,1
Streptomyces coeruleofuscus JCM 4358,NZ_BAAASE010000004.1,676331,678784,3.1458,1,1
Streptomyces venetus JCM 31290,NZ_BAABET010000002.1,250417,252870,3.1459,1,1
Streptomyces luteogriseus W4I19-1,NZ_JAUSXZ010000001.1,5990836,5993289,3.1450,1,1
Streptomyces luteogriseus NPDC017414,NZ_JBIRLV010000007.1,175068,177521,3.1455,1,1
Streptomyces luteogriseus NPDC017275,NZ_JBIRMH010000015.1,58766,61219,3.1455,1,1
Streptomyces luteogriseus NPDC017274,NZ_JBIRMI010000014.1,122051,124504,3.1455,1,1
Streptomyces luteogriseus NPDC017156,NZ_JBIRNX010000021.1,14078,16531,3.1455,1,1
Streptomyces luteogriseus DSM 40483,NZ_JACHMS010000001.1,2999098,3001551,3.1448,1,1
Streptomyces luteogriseus NPDC012651,NZ_JBIBDP010000010.1,18866,21319,3.1450,1,1
Streptomyces luteogriseus NPDC091384,NZ_JBIVUB010000003.1,857110,859563,3.1450,1,1
Streptomyces luteogriseus NPDC017154,NZ_JBIRNZ010000002.1,850726,853179,3.1455,1,1
