Organism,Scaffold,Start,End,Score,CAC17498.1,CAC17499.1,CAC17500.1,CAC17501.1,CAC17502.1,CAC17503.1,CAC17504.1,CAC17505.1,CAC17506.1,CAC17507.1,CAC17508.1
Streptomyces rochei NPDC018683,NZ_JBISAA010000009.1,127591,152927,22.3505,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC018673,NZ_JBISAB010000009.1,127760,153096,22.3505,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC101106,NZ_JBIVZN010000008.1,259229,284541,22.3535,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC007933,NZ_JBIBKB010000006.1,172862,198208,22.3479,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC006330,NZ_JBEXRB010000007.1,111266,136619,22.3524,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC024586,NZ_JBEZYQ010000009.1,259553,284951,22.3492,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC020943,NZ_JBIRRJ010000003.1,303464,328865,22.3502,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC053546,NZ_JBITXK010000011.1,95834,121232,22.3492,1,1,1,1,1,1,1,1,1,1,1
Streptomyces rochei CC36,NZ_JASCXS010000026.1,182797,208150,22.3491,1,1,1,1,1,1,1,1,1,1,1
Streptomyces sp. SudanB5_2050,NZ_OZ186760.1,7528244,7553536,22.3526,1,1,1,1,1,1,1,1,1,1,1
Streptomyces shenzhenensis NPDC046842,NZ_JBEYXU010000011.1,114237,139602,22.3250,1,1,1,1,1,1,1,1,1,1,1
Streptomyces shenzhenensis NPDC093024,NZ_JBIVPP010000015.1,130604,155983,22.3247,1,1,1,1,1,1,1,1,1,1,1
Streptomyces shenzhenensis NPDC057416,NZ_JBHVCJ010000008.1,100606,125986,22.3296,1,1,1,1,1,1,1,1,1,1,1
Streptomyces shenzhenensis NPDC093275,NZ_JBIWJP010000013.1,84766,110149,22.3242,1,1,1,1,1,1,1,1,1,1,1
Streptomyces shenzhenensis 193,NZ_PENI01000009.1,148222,173617,22.3254,1,1,1,1,1,1,1,1,1,1,1
Streptomyces shenzhenensis 193,PENI01000009.1,148222,173617,22.3249,1,1,1,1,1,1,1,1,1,1,1
Streptomyces shenzhenensis NPDC005833,NZ_JBEXWZ010000123.1,4997,30380,22.3162,1,1,1,1,1,1,1,1,1,1,1
Streptomyces sp. SudanB91_2054,NZ_OZ186793.1,7671610,7696969,22.3544,1,1,1,1,1,1,1,1,1,1,1
Streptomyces plicatus JCM 4504,NZ_BMUJ01000006.1,214373,239717,22.3516,1,1,1,1,1,1,1,1,1,1,1
Streptomyces plicatus JCM 4504,BMUJ01000006.1,214373,239717,22.3526,1,1,1,1,1,1,1,1,1,1,1
Streptomyces salinarius VRMG2420,NZ_JBITPR010000023.1,4764,30132,22.3076,1,1,1,1,1,1,1,1,1,1,1
Streptomyces salinarius CS29,NZ_JAVCWJ010000030.1,21002,46434,22.3111,1,1,1,1,1,1,1,1,1,1,1
Streptomyces salinarius Lnu-12,NZ_JAXLNW010000003.1,598396,623817,22.3113,1,1,1,1,1,1,1,1,1,1,1
Streptomyces salinarius SS06011,NZ_JACLZH010000016.1,38929,64357,22.3087,1,1,1,1,1,1,1,1,1,1,1
Streptomyces jietaisiensis CGMCC 4.1859,NZ_FNAX01000002.1,508614,533647,22.2684,1,1,1,1,1,1,1,1,1,1,1
Streptomyces jietaisiensis CGMCC 4.1859,FNAX01000002.1,508614,533647,22.2698,1,1,1,1,1,1,1,1,1,1,1
Streptomyces jietaisiensis NBC_00595,NZ_CP108324.1,512672,537710,22.2708,1,1,1,1,1,1,1,1,1,1,1
Streptomyces jietaisiensis NBC_00522,NZ_CP108325.1,6984829,7009867,22.2706,1,1,1,1,1,1,1,1,1,1,1
Streptomyces jietaisiensis NBC_00504,NZ_CP108329.1,7087012,7112050,22.2705,1,1,1,1,1,1,1,1,1,1,1
Streptomyces jietaisiensis NBC_00489,NZ_CP108330.1,6994518,7019556,22.2708,1,1,1,1,1,1,1,1,1,1,1
Streptomyces jietaisiensis NBC_00478,NZ_CP108343.1,7109126,7134164,22.2705,1,1,1,1,1,1,1,1,1,1,1
Streptomyces griseoaurantiacus NPDC058763,NZ_JBHYPO010000014.1,118707,143691,22.2691,1,1,1,1,1,1,1,1,1,1,1
Streptomyces griseoaurantiacus XQ-29,NZ_CP146837.1,6959139,6984145,22.2719,1,1,1,1,1,1,1,1,1,1,1
Streptomyces griseoaurantiacus NPDC058907,NZ_JBHYLM010000014.1,43746,68748,22.2720,1,1,1,1,1,1,1,1,1,1,1
Streptomyces griseoaurantiacus NPDC058900,NZ_JBHYLR010000034.1,43748,68744,22.2707,1,1,1,1,1,1,1,1,1,1,1
Streptomyces griseoaurantiacus NPDC090028,NZ_JBIVFJ010000010.1,66779,91775,22.2713,1,1,1,1,1,1,1,1,1,1,1
Streptomyces griseoaurantiacus NPDC029026,NZ_JBFAFK010000015.1,43662,68658,22.2694,1,1,1,1,1,1,1,1,1,1,1
Streptomyces griseoaurantiacus NPDC020455,NZ_JBIRVF010000015.1,114147,139143,22.2706,1,1,1,1,1,1,1,1,1,1,1
Streptomyces griseoaurantiacus NPDC020520,NZ_JBFAFV010000033.1,43786,68782,22.2686,1,1,1,1,1,1,1,1,1,1,1
Streptomyces griseoaurantiacus JCM 4763,NZ_BNBP01000070.1,180,25218,22.2721,1,1,1,1,1,1,1,1,1,1,1
Streptomyces griseoaurantiacus MBK6,NZ_JACERG010000017.1,523939,548977,22.2708,1,1,1,1,1,1,1,1,1,1,1
Streptomyces griseoaurantiacus MBK6,JACERG010000017.1,523939,548977,22.2636,1,1,1,1,1,1,1,1,1,1,1
Streptomyces griseoaurantiacus NPDC008185,NZ_JBIBGZ010000025.1,34331,59369,22.2704,1,1,1,1,1,1,1,1,1,1,1
Streptomyces griseoaurantiacus NPDC060309,NZ_JBHXBZ010000029.1,13805,38817,22.2663,1,1,1,1,1,1,1,1,1,1,1
Streptomyces griseoaurantiacus NPDC127590,NZ_JBHXWG010000016.1,112930,137942,22.2663,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NBC 00641,NZ_CP109044.1,1310498,1335802,22.3063,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NBC 00641,CP109044.1,1310498,1335802,22.3052,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC087536,NZ_JBIUXE010000020.1,55959,81266,22.2927,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC093013,NZ_JBFBNY010000019.1,66959,92263,22.2920,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC092358,NZ_JBIVQR010000016.1,55745,81049,22.2928,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC020580,NZ_JBIRUN010000011.1,208392,233708,22.2915,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC087865,NZ_JBIUUO010000001.1,126933,152252,22.2891,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC086798,NZ_JBIVAY010000018.1,66921,92258,22.2890,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC017291,NZ_JBIRMF010000008.1,314787,340106,22.2899,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC000147,NZ_JBEPGE010000035.1,49041,74360,22.2901,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NRRL ISP-5068,NZ_JOAZ01000026.1,66956,92275,22.2911,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC086788,NZ_JBIVBB010000010.1,29611,54879,22.2974,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC057531,NZ_JBHVEZ010000006.1,224570,249907,22.3001,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC006375,NZ_JBEXQI010000015.1,67976,93220,22.2978,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC006322,NZ_JBEXRG010000017.1,42999,68243,22.2978,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC006321,NZ_JBEXRH010000017.1,2677,27921,22.2978,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC079168,NZ_JBFBLN010000014.1,81555,106799,22.2978,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC006178,NZ_JBIAIB010000002.1,67977,93221,22.2978,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC086774,NZ_JBIVBG010000017.1,43100,68350,22.2982,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC056657,NZ_JBHTXC010000021.1,62936,88264,22.2961,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC058446,NZ_JBHXLN010000022.1,47060,72415,22.3002,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC059304,NZ_JBHYYL010000004.1,541066,566397,22.3002,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii LGO-A4,NZ_JAHUVW010000001.1,4854105,4879376,22.3014,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC000703,NZ_JBEPFW010000041.1,37065,62399,22.3007,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC000697,NZ_JBEPFX010000029.1,3000,28334,22.3007,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC000664,NZ_JBEPFY010000010.1,3000,28334,22.3007,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC000544,NZ_JBEPFZ010000033.1,47171,72505,22.3007,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC000513,NZ_JBEPGA010000023.1,47134,72468,22.3007,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC000512,NZ_JBEPGB010000009.1,3000,28334,22.3007,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC000480,NZ_JBEPGC010000030.1,72613,97947,22.3007,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC000308,NZ_JBEPGD010000010.1,280449,305783,22.3007,1,1,1,1,1,1,1,1,1,1,1
Streptomyces halstedii NPDC056804,NZ_JBFBOJ010000019.1,77544,102878,22.3007,1,1,1,1,1,1,1,1,1,1,1
Streptomyces lienomycini JCM 6925,NZ_BAAATN010000032.1,1840,27178,22.3061,1,1,1,1,1,1,1,1,1,1,1
Streptomyces lienomycini JCM 6925,NZ_JBHSJO010000001.1,7740716,7766054,22.3070,1,1,1,1,1,1,1,1,1,1,1
Streptomyces lienomycini JCM 6925,NZ_JBHUEU010000002.1,105908,131246,22.3070,1,1,1,1,1,1,1,1,1,1,1
Streptomyces lienomycini JCM 6925,BAAATN010000032.1,1840,27178,22.3010,1,1,1,1,1,1,1,1,1,1,1
Streptomyces lienomycini DSM 41475,NZ_CP116257.1,4089292,4114630,22.3070,1,1,1,1,1,1,1,1,1,1,1
Streptomyces liangshanensis NPDC058056,NZ_JBHVRZ010000005.1,335135,360660,22.3048,1,1,1,1,1,1,1,1,1,1,1
Streptomyces griseolus NRRL B-2925,NZ_JOFC01000047.1,16736,42055,22.2901,1,1,1,1,1,1,1,1,1,1,1
Streptomyces solisilvae NPDC059689,NZ_JBHWEZ010000075.1,3846,29130,22.2449,1,1,1,1,1,1,1,1,1,1,1
