Organism,Scaffold,Start,End,Score,CAB39692.1,CAB39693.1,CAB39695.1,CAB39696.1,CAB39697.1,CAB39699.1,CAB39701.1,CAB39702.1
Streptomyces rochei NPDC058801,NZ_JBHYOM010000016.1,16889,29768,15.6497,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC007838,NZ_JBIAEI010000001.1,990900,1003779,15.6492,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC013977,NZ_JBICAN010000001.1,338547,351426,15.6500,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC017484,NZ_JBIRKU010000010.1,151046,163925,15.6499,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC020943,NZ_JBIRRJ010000011.1,160783,173662,12.5342,1,1,1,1,1,1,0,1
Streptomyces rochei NPDC018887,NZ_JBIRZG010000004.1,534766,547645,12.5336,1,1,1,1,1,1,0,1
Streptomyces rochei NPDC018789,NZ_JBIRZP010000004.1,160761,173640,12.5336,1,1,1,1,1,1,0,1
Streptomyces rochei NPDC018683,NZ_JBISAA010000005.1,535032,547911,12.5336,1,1,1,1,1,1,0,1
Streptomyces rochei NPDC018673,NZ_JBISAB010000006.1,162687,175566,12.5336,1,1,1,1,1,1,0,1
Streptomyces rochei NPDC101106,NZ_JBIVZN010000010.1,150987,163866,15.6496,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC047745,NZ_JBEYSN010000025.1,18429,31308,15.6496,1,1,1,1,1,1,1,1
Streptomyces rochei JK1,NZ_CP121271.1,6900800,6913679,15.6494,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC000783,NZ_JBEPCB010000033.1,40259,53138,15.6496,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC046706,NZ_JBEYYX010000027.1,103176,111566,11.4448,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC024586,NZ_JBEZYQ010000004.1,506929,519808,12.5341,1,1,1,1,1,1,0,1
Streptomyces rochei NPDC055197,NZ_JBFASA010000012.1,151120,163999,15.6486,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057760,NZ_JBFBNK010000031.1,58940,71819,15.6496,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC056125,NZ_JBHJVS010000002.1,693986,706865,15.6486,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC055948,NZ_JBHJYW010000005.1,379704,392583,15.6486,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC055944,NZ_JBHJYY010000002.1,159121,172000,15.6486,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC055934,NZ_JBHJZC010000002.1,157073,169952,15.6486,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC055932,NZ_JBHJZD010000013.1,18354,31233,15.6486,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC055931,NZ_JBHJZE010000009.1,48953,61832,15.6486,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057042,NZ_JBHUSS010000001.1,379747,392626,15.6486,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057068,NZ_JBHUTE010000002.1,89029,101908,15.6486,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057073,NZ_JBHUTH010000013.1,89161,102040,15.6486,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057109,NZ_JBHUUG010000005.1,59373,72252,15.6496,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057129,NZ_JBHUUQ010000023.1,85893,98772,15.6492,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057149,NZ_JBHUVG010000003.1,148150,161029,15.6498,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057766,NZ_JBHVKI010000003.1,18378,31257,15.6496,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057768,NZ_JBHVKK010000007.1,58536,71415,15.6496,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057771,NZ_JBHVKM010000006.1,112342,120732,11.4443,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC057778,NZ_JBHVKP010000001.1,84147,92537,11.4443,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC057785,NZ_JBHVKV010000056.1,18475,31354,12.5335,1,1,1,1,1,1,0,1
Streptomyces rochei NPDC057803,NZ_JBHVLG010000005.1,88273,101152,15.6496,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC060231,NZ_JBHXAF010000002.1,422375,435254,15.6486,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC060314,NZ_JBHXCB010000001.1,694090,706969,15.6486,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC060315,NZ_JBHXCC010000002.1,157078,169957,15.6486,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC060316,NZ_JBHXCD010000001.1,694355,707234,15.6486,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC127125,NZ_JBHXTT010000026.1,89133,97523,11.4441,1,1,1,1,1,1,0,0
Streptomyces rochei NPDC127549,NZ_JBHXVU010000002.1,694123,707002,15.6486,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC127562,NZ_JBHXVW010000002.1,379552,392431,15.6486,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC014780,NZ_JBIBXO010000014.1,84293,97172,15.6489,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC017502,NZ_JBIRKM010000001.1,1144100,1156983,15.6488,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC085455,NZ_JBITTQ010000010.1,151043,163922,15.6498,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC053546,NZ_JBITXK010000005.1,48903,61782,12.5341,1,1,1,1,1,1,0,1
Streptomyces rochei NPDC087318,NZ_JBIUYB010000002.1,472670,485549,15.6496,1,1,1,1,1,1,1,1
Streptomyces rochei S32,CP133098.1,1146691,1159570,12.5338,1,1,1,1,1,1,0,1
Streptomyces rochei NS1,NZ_JAJIRV010000011.1,114824,127703,15.6495,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC006330,NZ_JBEXRB010000002.1,18296,31175,15.6487,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057343,NZ_JBHVAG010000001.1,1066144,1079023,12.5335,1,1,1,1,1,1,0,1
Streptomyces rochei NPDC058846,NZ_JBHYNB010000010.1,137334,150213,15.6498,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058823,NZ_JBHYNU010000012.1,18368,31247,15.6495,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058814,NZ_JBHYNZ010000002.1,470174,483053,15.6501,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058805,NZ_JBHYOI010000001.1,303223,316102,15.6501,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058804,NZ_JBHYOJ010000001.1,351799,364678,15.6501,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC058791,NZ_JBHYOU010000003.1,157192,170071,15.6495,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057799,NZ_JBHVLE010000002.1,694473,707352,15.6494,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC000411,NZ_JBEPDL010000004.1,158529,171409,15.6495,1,1,1,1,1,1,1,1
Streptomyces rochei NPDC057790,NZ_JBHVKZ010000049.1,18348,31227,12.5337,1,1,1,1,1,1,0,1
Streptomyces rochei NPDC017750,NZ_JBIRIM010000001.1,815587,828466,12.5337,1,1,1,1,1,1,0,1
Streptomyces rochei NRRL B-2410,NZ_MUMD01000003.1,8767,21646,12.5337,1,1,1,1,1,1,0,1
Streptomyces rochei NPDC057824,NZ_JBHVLS010000015.1,18337,31216,15.6496,1,1,1,1,1,1,1,1
Streptomyces plicatus JCM 4504,NZ_BMUJ01000014.1,157961,166351,11.4448,1,1,1,1,1,1,0,0
Streptomyces plicatus JCM 4504,NZ_JBHSUW010000001.1,7107675,7120554,15.6497,1,1,1,1,1,1,1,1
Streptomyces plicatus JCM 4504,BMUJ01000014.1,157961,166351,11.4455,1,1,1,1,1,1,0,0
Streptomyces geysiriensis S19,NZ_JAIFOQ010000018.1,38626,45346,9.3748,1,1,1,1,1,0,0,0
Streptomyces geysiriensis JCM 4962,BMWF01000011.1,150548,163427,15.6503,1,1,1,1,1,1,1,1
Streptomyces sp. SudanB91_2054,NZ_OZ186793.1,6871152,6884031,15.6499,1,1,1,1,1,1,1,1
Streptomyces sp. SudanB91_2054,OZ186793.1,6871152,6884031,15.6506,1,1,1,1,1,1,1,1
Streptomyces vinaceusdrappus JCM 4529,NZ_BMUN01000008.1,155505,168385,15.6495,1,1,1,1,1,1,1,1
Streptomyces vinaceusdrappus JCM 4529,BMUN01000008.1,155505,168385,15.6502,1,1,1,1,1,1,1,1
Streptomyces vinaceusdrappus AC-40,NZ_CP104697.1,6389932,6402811,15.6496,1,1,1,1,1,1,1,1
Streptomyces enissocaesilis NBF 715,CP118027.1,7285490,7298369,12.5337,1,1,1,1,1,1,0,1
Streptomyces sp. SudanB135_2055,NZ_OZ186791.1,6828368,6841247,15.6496,1,1,1,1,1,1,1,1
Streptomyces sp. SudanB135_2055,OZ186791.1,6828368,6841247,15.6503,1,1,1,1,1,1,1,1
